event_id,event_timestamp,event_date,event_hour,event_minute,event_index,ghost_index,ghost_type,relocation,ghost_price,event_hlc3,atr_1m,volume_1m,volume_ema9_1m,tf1_ob_dist_pips,tf1_ob_width_pips,tf1_fvg_dist_pips,tf1_fvg_width_pips,tf1_fib_dist_pips,tf1_vwap_dist_pips,tf1_vwap_band1_dist_pips,tf1_vwap_band2_dist_pips,tf1_vp_poc_dist_pips,tf1_vp_vah_dist_pips,tf1_vp_val_dist_pips,tf1_bos_choch_dist_pips,tf1_eqh_eql_dist_pips,tf1_sweep_grab_run_dist_pips,tf1_supply_demand_dist_pips,tf1_supply_demand_width_pips,tf1_channel_dist_pips,tf1_channel_width_pips,tf10_ob_dist_pips,tf10_ob_width_pips,tf10_fvg_dist_pips,tf10_fvg_width_pips,tf10_fib_dist_pips,tf10_vwap_dist_pips,tf10_vwap_band1_dist_pips,tf10_vwap_band2_dist_pips,tf10_vp_poc_dist_pips,tf10_vp_vah_dist_pips,tf10_vp_val_dist_pips,tf10_bos_choch_dist_pips,tf10_eqh_eql_dist_pips,tf10_sweep_grab_run_dist_pips,tf10_supply_demand_dist_pips,tf10_supply_demand_width_pips,tf10_channel_dist_pips,tf10_channel_width_pips,tf60_ob_dist_pips,tf60_ob_width_pips,tf60_fvg_dist_pips,tf60_fvg_width_pips,tf60_fib_dist_pips,tf60_vwap_dist_pips,tf60_vwap_band1_dist_pips,tf60_vwap_band2_dist_pips,tf60_vp_poc_dist_pips,tf60_vp_vah_dist_pips,tf60_vp_val_dist_pips,tf60_bos_choch_dist_pips,tf60_eqh_eql_dist_pips,tf60_sweep_grab_run_dist_pips,tf60_supply_demand_dist_pips,tf60_supply_demand_width_pips,tf60_channel_dist_pips,tf60_channel_width_pips,sr_4h_dist_pips,sr_d_dist_pips,sr_w_dist_pips,Y_3m,Y_5m,Y_10m,Y_15m,complete
ghost_relocated_low_191_191_10,1775031060,2026-04-01,8,11,191,191,low,move,24033.5,24043,14.2623948693653,363,276.466958475076,1.5,101,14,36,22,317.503841837184,464.03189181535,610.559941793515,471.740000000005,524.320000000007,380.919999999998,68,,8,1.5,101,,,,,-25.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142,,,0,0,0,0,1
ghost_relocated_low_234_234_11,1775033640,2026-04-01,8,54,234,234,low,move,24026.75,24066.0833333333,14.9989231099253,1949,500.857132520063,-83.8333333333285,47,6.16666666667152,23,-3.8593333333265,166.583264195142,318.281195933479,469.979127671817,379.406666666677,431.986666666679,288.58666666667,-19.3333333333285,45.6666666666715,4.66666666667152,-90.8333333333285,101,,,,,53.6666666666715,98,,,,,,,,,,-130.333333333328,,,,,,,,,,,,,,,,,,,,,,,-234.333333333328,,,0,0,0,0,1
ghost_relocated_low_258_258_12,1775035080,2026-04-01,9,18,258,258,low,move,24023.75,24027.5,12.1630407785692,219,153.721357846917,62,76,54,8,-3,281.916083512304,439.109003494275,596.301923476261,231.710000000006,293.979999999996,131.119999999995,24,200,13,63.5,101,,,,,36.5,15,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,-80,,,3,5,5,5,1
ghost_relocated_low_259_259_13,1775035140,2026-04-01,9,19,259,259,low,move,24021.5,24025.9166666667,11.8478235800999,193,161.577086277533,51.3333333333285,52,60.3333333333285,8,-8.66666666667152,286.126686149772,444.611654443303,603.096622736819,238.043333333335,300.313333333324,137.453333333324,11.3333333333285,206.333333333328,19.3333333333285,69.8333333333285,101,,,,,42.8333333333285,15,,,,,,,,,,30.3333333333285,,,,,,,,,,,,,,,,,,,,,,,-73.6666666666715,,,3,4,4,4,1
ghost_relocated_low_260_260_14,1775035200,2026-04-01,9,20,260,260,low,move,24012,24018.4166666667,12.3051218958071,286,186.461669022027,81.3333333333285,52,90.3333333333285,8,12.3333333333285,314.240544663771,473.890252117824,633.539959571877,268.043333333335,330.313333333324,167.453333333324,41.3333333333285,236.333333333328,33.3333333333285,99.8333333333285,101,,,,,72.8333333333285,15,,,,,,,,,,60.3333333333285,,,,,,,,,,,,,,,,,,,,,,,-43.6666666666715,,,3,3,3,3,1
ghost_relocated_low_261_261_15,1775035260,2026-04-01,9,21,261,261,low,move,24007,24011.5,12.3904703318209,158,180.769335217621,109,52,118,8,2,338.867271005249,500.692766538588,662.518262071928,295.710000000006,357.979999999996,195.119999999995,69,264,61,127.5,101,,,,,100.5,15,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,-16,,,2,2,2,2,1
ghost_relocated_low_262_262_16,1775035320,2026-04-01,9,22,262,262,low,move,24006,24010.25,12.0054367366908,225,189.615468174097,114,52,43,4,-13,342.065877128029,505.33090279426,668.595928460491,300.710000000006,362.979999999996,200.119999999995,74,269,66,132.5,101,,,,,105.5,15,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,-11,,,1,1,1,1,1
ghost_relocated_low_263_263_17,1775035380,2026-04-01,9,23,263,263,low,move,24003.5,24011.1666666667,12.0229055412129,192,190.092374539278,110.333333333328,52,39.3333333333285,4,-20.6666666666715,335.829175988663,501.140139932948,666.451103877233,297.043333333335,359.313333333324,196.453333333324,70.3333333333285,265.333333333328,62.3333333333285,128.833333333328,101,,,,,101.833333333328,15,,,,,,,,,,89.3333333333285,,,,,,,,,,,,,,,,,,,,,,,-14.6666666666715,,,0,0,0,0,1
ghost_relocated_high_313_297_18,1775038380,2026-04-01,10,13,313,297,high,appearance,24090.75,24074.5833333333,11.5064253325093,87,113.303081314291,16.1666666666715,97,-2.83333333332848,11,-12.7313333333295,51.5429284850979,214.980492410745,378.418056336392,43.3766666666779,105.646666666667,-57.2133333333331,-3.33333333332848,11.6666666666715,-3.33333333332848,-124.833333333328,101,,,,,19.6666666666715,98,,,,,,,,,,-164.333333333328,,,,,,,,,,,,,,,,,,,,,,,-268.333333333328,,,0,0,0,0,1
ghost_relocated_high_341_341_19,1775040060,2026-04-01,10,41,341,341,high,move,24093.25,24089.8333333333,9.49837317277285,110,123.821457924532,19.1666666666715,63,0.666666666671517,36,3.66666666667152,-110.051740049399,-39.2451833054074,31.5613734385843,-76.6033333333326,-10.2933333333349,-184.793333333335,-15.3333333333285,-10.3333333333285,-9.33333333332848,-185.833333333328,101,,,,,-41.3333333333285,98,,,,,,,,,,-225.333333333328,,,,,,,,,,,,,,,,,,,,,,,-329.333333333328,,,1,3,8,8,1
ghost_relocated_high_342_342_20,1775040120,2026-04-01,10,42,342,342,high,move,24094.5,24089.8333333333,9.31991794614621,147,128.457166339626,19.1666666666715,63,0.666666666671517,36,13.6666666666715,-108.981103151425,-37.696650193524,33.5878027643776,-76.6033333333326,-10.2933333333349,-184.793333333335,3.66666666667152,-10.3333333333285,-9.33333333332848,-185.833333333328,101,,,,,-41.3333333333285,98,,,,,,,,,,-225.333333333328,,,,,,,,,,,,,,,,,,,,,,,-329.333333333328,,,1,3,7,7,1
ghost_relocated_high_345_345_21,1775040300,2026-04-01,10,45,345,345,high,move,24105.25,24099.3333333333,9.55479581912654,255,150.114069165888,-0.333333333328483,40,20.6666666666715,12,-19.3333333333285,-143.64668436526,-71.1067447554087,1.43319485445681,-114.603333333333,-48.2933333333349,-222.793333333335,-21.3333333333285,-5.33333333332848,-4.33333333332848,-223.833333333328,101,,,,,40.6666666666715,124,,,,,,,,,,-263.333333333328,,,,,,,,,,,,,,,,,,,,,,,327.666666666672,,,3,5,6,6,1
ghost_relocated_high_346_346_22,1775040360,2026-04-01,10,46,346,346,high,move,24122.5,24115.4166666667,10.2294532606175,426,205.291255332711,-50.6666666666715,38,13.8333333333285,49,-40.6666666666715,-204.910129623415,-130.203087049595,-55.4960444757889,-178.936666666676,-112.626666666678,-287.126666666678,-9.66666666667152,-69.6666666666715,-9.66666666667152,-288.166666666672,101,,,,,-23.6666666666715,124,,,,,,,,,,-327.666666666672,,,,,,,,,,,,,,,,,,,,,,,263.333333333328,,,3,5,5,5,1
ghost_relocated_high_347_347_23,1775040420,2026-04-01,10,47,347,347,high,move,24124,24119.3333333333,10.1952065991448,246,213.433004266169,64.6666666666715,36,-1.83333333332848,49,12.6666666666715,-213.513216809602,-131.13448074866,-48.7557446877181,-194.603333333333,-128.293333333335,-302.793333333335,-25.3333333333285,-85.3333333333285,-25.3333333333285,-303.833333333328,101,,,,,-39.3333333333285,124,,,,,,,,,,-343.333333333328,,,,,,,,,,,,,,,,,,,,,,,247.666666666672,,,3,4,4,5,1
ghost_relocated_high_348_348_24,1775040480,2026-04-01,10,48,348,348,high,move,24128.25,24122.0833333333,10.1634061277773,232,217.146403412935,53.6666666666715,36,-12.8333333333285,49,7.66666666667152,-220.345948376154,-133.592243020757,-46.838537665375,-205.603333333333,-139.293333333335,-313.793333333335,35.6666666666715,-96.3333333333285,35.6666666666715,-314.833333333328,101,,,,,-50.3333333333285,124,,,,,,,,,,-354.333333333328,,,,,,,,,,,,,,,,,,,,,,,236.666666666672,,,3,3,3,5,1
ghost_relocated_high_349_349_25,1775040540,2026-04-01,10,49,349,349,high,move,24131.5,24126.9166666667,10.4195914043647,230,219.717122730348,34.3333333333285,36,6.83333333332848,15,5.33333333332848,-235.696712371442,-144.856976223426,-54.0172400754236,-224.936666666676,-158.626666666678,-333.126666666678,16.3333333333285,-115.666666666672,16.3333333333285,-334.166666666672,101,,,,,34.8333333333285,47,,,,,,,,,,-373.666666666672,,,,,,,,,,,,,,,,,,,,,,,217.333333333328,,,2,2,2,5,1
ghost_relocated_high_350_350_26,1775040600,2026-04-01,10,50,350,350,high,move,24138.25,24133.5833333333,10.3896205897672,369,249.573698184278,7.66666666667152,36,14.1666666666715,59,-8.33333333332848,-258.214424205289,-162.992147900659,-67.7698715960432,-251.603333333333,-185.293333333335,-359.793333333335,-10.3333333333285,-142.333333333328,-10.3333333333285,-360.833333333328,101,,,,,8.16666666667152,47,,,,,,,,,,-400.333333333328,,,,,,,,,,,,,,,,,,,,,,,190.666666666672,,,1,1,1,5,1
ghost_relocated_high_351_351_27,1775040660,2026-04-01,10,51,351,351,high,move,24140,24135.1666666667,10.361790547641,179,235.458958547423,1.33333333332848,36,7.83333333332848,59,12.3333333333285,-257.455749906949,-154.503305116406,-51.5508603258641,-257.936666666676,-191.626666666678,-366.126666666678,-16.6666666666715,-148.666666666672,-16.6666666666715,-367.166666666672,101,,,,,1.83333333332848,47,,,,,,,,,,-406.666666666672,,,,,,,,,,,,,,,,,,,,,,,184.333333333328,,,0,0,0,4,1
ghost_relocated_high_362_362_28,1775041320,2026-04-01,11,2,362,362,high,move,24140.25,24135.0833333333,10.450151763005,122,160.703625905588,1.66666666667152,36,8.16666666667152,59,19.6666666666715,-230.000891963602,-109.194900959847,11.6110900439089,-257.603333333333,-191.293333333335,-365.793333333335,-16.3333333333285,-148.333333333328,-16.3333333333285,-366.833333333328,101,,,,,2.16666666667152,47,,,,,,,,,,-177.333333333328,,,,,,,,,,,,,,,,,,,,,,,184.666666666672,,,3,3,5,7,1
ghost_relocated_high_363_363_29,1775041380,2026-04-01,11,3,363,363,high,move,24147,24141.1666666667,10.6144266370761,268,182.16290072447,-22.6666666666715,36,-16.1666666666715,59,-3.66666666667152,-252.517331433992,-130.478864305871,-8.44039717776468,-281.936666666676,-215.626666666678,-390.126666666678,0.333333333328483,-172.666666666672,0.333333333328483,-391.166666666672,101,,,,,-21.6666666666715,72,,,,,,,,,,-201.666666666672,,,,,,,,,,,,,,,,,,,,,,,160.333333333328,,,2,3,4,6,1
