event_id,event_timestamp,event_date,event_hour,event_minute,event_index,ghost_index,ghost_type,relocation,ghost_price,event_hlc3,atr_1m,volume_1m,volume_ema9_1m,tf1_ob_dist_pips,tf1_ob_width_pips,tf1_fvg_dist_pips,tf1_fvg_width_pips,tf1_fib_dist_pips,tf1_vwap_dist_pips,tf1_vwap_band1_dist_pips,tf1_vwap_band2_dist_pips,tf1_vp_poc_dist_pips,tf1_vp_vah_dist_pips,tf1_vp_val_dist_pips,tf1_bos_choch_dist_pips,tf1_eqh_eql_dist_pips,tf1_sweep_grab_run_dist_pips,tf1_supply_demand_dist_pips,tf1_supply_demand_width_pips,tf1_channel_dist_pips,tf1_channel_width_pips,tf10_ob_dist_pips,tf10_ob_width_pips,tf10_fvg_dist_pips,tf10_fvg_width_pips,tf10_fib_dist_pips,tf10_vwap_dist_pips,tf10_vwap_band1_dist_pips,tf10_vwap_band2_dist_pips,tf10_vp_poc_dist_pips,tf10_vp_vah_dist_pips,tf10_vp_val_dist_pips,tf10_bos_choch_dist_pips,tf10_eqh_eql_dist_pips,tf10_sweep_grab_run_dist_pips,tf10_supply_demand_dist_pips,tf10_supply_demand_width_pips,tf10_channel_dist_pips,tf10_channel_width_pips,tf60_ob_dist_pips,tf60_ob_width_pips,tf60_fvg_dist_pips,tf60_fvg_width_pips,tf60_fib_dist_pips,tf60_vwap_dist_pips,tf60_vwap_band1_dist_pips,tf60_vwap_band2_dist_pips,tf60_vp_poc_dist_pips,tf60_vp_vah_dist_pips,tf60_vp_val_dist_pips,tf60_bos_choch_dist_pips,tf60_eqh_eql_dist_pips,tf60_sweep_grab_run_dist_pips,tf60_supply_demand_dist_pips,tf60_supply_demand_width_pips,tf60_channel_dist_pips,tf60_channel_width_pips,sr_4h_dist_pips,sr_d_dist_pips,sr_w_dist_pips,Y_3m,Y_5m,Y_10m,Y_15m,complete
ghost_relocated_high_23356_23356_1877,1777028880,2026-04-24,11,8,23356,23356,high,move,27291.5,27269.3333333333,16.9337213451204,1100,869.137469096313,-378.833333333328,41,-302.333333333328,66,87.6666666666715,-403.66735819458,-205.28906485303,-6.91077151146601,-363.993333333332,-336.093333333323,-388.173333333325,-306.333333333328,-350.833333333328,-306.333333333328,-468.833333333328,29,,,-525.333333333328,142,-414.833333333328,61,91.6666666666715,-1275.09541103758,-790.053654294228,-305.011897550867,-1387.45333333332,-1179.77333333333,-2010.49333333333,-462.333333333328,-1697.83333333333,-454.333333333328,-525.333333333328,142,,,-643.833333333328,379,-1035.33333333333,226,377.666666666672,-4808.94010809156,-1510.44279392513,1788.05452024129,-1869.78333333333,-1470.33333333333,-5464.83333333333,-534.333333333328,,-533.333333333328,-2400.83333333333,939,,,-618.333333333328,-454.333333333328,-533.333333333328,2,2,2,5,1
ghost_relocated_high_23357_23357_1878,1777028940,2026-04-24,11,9,23357,23357,high,move,27292.25,27271.5,18.5098841061832,1006,896.509975277051,-387.5,41,-106.5,105,80,-391.050695809143,-177.937067255247,35.1765612986637,-372.660000000003,-344.759999999995,-396.839999999997,-315,-359.5,-315,-477.5,29,,,-534,142,-423.5,61,83,-1283.76207770425,-798.7203209609,-313.678564217538,-1396.12,-1188.44,-2019.16,-471,-1706.5,-463,-534,142,,,-652.5,379,-1044,226,369,-4817.60677475823,-1519.1094605918,1779.38785357462,-1878.45,-1479,-5473.5,-543,,-542,-2409.5,939,,,-627,-463,-542,1,1,1,5,1
ghost_relocated_high_23359_23359_1879,1777029060,2026-04-24,11,11,23359,23359,high,move,27307.5,27291.75,19.5365837446172,929,885.326384177313,-468.5,41,-187.5,105,2,-440.297667917286,-208.836580842399,22.6245062324888,-453.660000000003,-425.759999999995,-477.839999999997,-396,-440.5,-396,-558.5,29,,,-615,142,-273.5,333,63,-1333.15156886824,-812.935726498079,-292.719884127931,-1477.12,-1269.44,-2100.16,-552,-1787.5,-544,-615,142,,,-733.5,379,-1125,226,288,-4898.60677475823,-1600.1094605918,1698.38785357462,-1959.45,-1560,-5554.5,-624,,-623,-2490.5,939,,,-708,-544,-623,0,0,1,6,1
ghost_relocated_high_23369_23369_1880,1777029660,2026-04-24,11,21,23369,23369,high,move,27313.5,27289.5833333333,20.4514509536267,1821,803.848710104588,-459.833333333328,41,-178.833333333328,105,71.6666666666715,-343.557259218229,-78.4005159242661,186.756227369682,-444.993333333332,-417.093333333323,-469.173333333325,-387.333333333328,-431.833333333328,-387.333333333328,-549.833333333328,29,,,-606.333333333328,142,-264.833333333328,333,264.666666666672,-1282.65327178742,-714.983279069405,-147.313286351404,-1468.45333333332,-1260.77333333333,-2091.49333333333,-543.333333333328,-1778.83333333333,-535.333333333328,-606.333333333328,142,,,-724.833333333328,379,-1116.33333333333,226,296.666666666672,-4889.94010809156,-1591.44279392513,1707.05452024129,-1950.78333333333,-1551.33333333333,-5545.83333333333,-615.333333333328,,-614.333333333328,-2481.83333333333,939,,,-699.333333333328,-535.333333333328,-614.333333333328,3,5,7,7,1
ghost_relocated_high_23370_23370_1881,1777029720,2026-04-24,11,22,23370,23370,high,move,27329,27308.9166666667,22.0977758855105,1096,862.27896808367,-537.166666666672,41,-256.166666666672,105,18.3333333333285,-400.520789242335,-130.849255304114,138.822278634121,-522.326666666675,-494.426666666666,-546.506666666668,-464.666666666672,-509.166666666672,-5.66666666667152,-627.166666666672,29,,,-683.666666666672,142,-342.166666666672,333,187.333333333328,-1359.98660512076,-792.316612402748,-224.646619684747,-1545.78666666667,-1338.10666666667,-2168.82666666668,-620.666666666672,-1856.16666666667,-612.666666666672,-683.666666666672,142,,,-802.166666666672,379,-1193.66666666667,226,219.333333333328,-4967.2734414249,-1668.77612725848,1629.72118690795,-2028.11666666667,-1628.66666666667,-5623.16666666667,-692.666666666672,,-691.666666666672,-2559.16666666667,939,,,-776.666666666672,-612.666666666672,-691.666666666672,3,4,6,6,1
ghost_relocated_high_23371_23371_1882,1777029780,2026-04-24,11,23,23371,23371,high,move,27332.5,27321.8333333333,22.3943633222597,789,847.623174466936,-129.833333333328,193,-158.833333333328,27,28.6666666666715,-438.387248891813,-163.516641807146,111.353965277536,-573.993333333332,-546.093333333323,-598.173333333325,-57.3333333333285,-560.833333333328,-57.3333333333285,-129.833333333328,193,,,-735.333333333328,142,-393.833333333328,333,135.666666666672,-1411.65327178742,-843.983279069405,-276.313286351404,-1597.45333333332,-1389.77333333333,-2220.49333333333,-672.333333333328,-1907.83333333333,-664.333333333328,-735.333333333328,142,,,-853.833333333328,379,-1245.33333333333,226,167.666666666672,-5018.94010809156,-1720.44279392513,1578.05452024129,-2079.78333333333,-1680.33333333333,-5674.83333333333,-744.333333333328,,-743.333333333328,-2610.83333333333,939,,,-828.333333333328,-664.333333333328,-743.333333333328,3,3,5,5,1
ghost_relocated_high_23372_23372_1883,1777029840,2026-04-24,11,24,23372,23372,high,move,27333.75,27325.3333333333,22.3304802278126,1159,909.898539573549,-143.833333333328,193,-172.833333333328,27,28.6666666666715,-441.77655070863,-162.019231368118,117.738087972408,-587.993333333332,-560.093333333323,-612.173333333325,-71.3333333333285,-574.833333333328,-71.3333333333285,-143.833333333328,193,,,-749.333333333328,142,-407.833333333328,333,121.666666666672,-1425.65327178742,-857.983279069405,-290.313286351404,-1611.45333333332,-1403.77333333333,-2234.49333333333,-686.333333333328,-1921.83333333333,-678.333333333328,-749.333333333328,142,,,-867.833333333328,379,-1259.33333333333,226,153.666666666672,-5032.94010809156,-1734.44279392513,1564.05452024129,-2093.78333333333,-1694.33333333333,-5688.83333333333,-758.333333333328,,-757.333333333328,-2624.83333333333,939,,,-842.333333333328,-678.333333333328,-757.333333333328,2,3,4,4,1
ghost_relocated_high_23373_23373_1884,1777029900,2026-04-24,11,25,23373,23373,high,move,27335.75,27330.3333333333,21.4675887829688,552,838.318831658839,-163.833333333328,193,-192.833333333328,27,13.6666666666715,-446.608762627002,-160.16893089455,126.270900837917,-607.993333333332,-580.093333333323,-632.173333333325,-91.3333333333285,-258.333333333328,-91.3333333333285,-163.833333333328,193,,,-769.333333333328,142,-427.833333333328,333,101.666666666672,-1445.65327178742,-877.983279069405,-310.313286351404,-1631.45333333332,-1423.77333333333,-2254.49333333333,-706.333333333328,-1941.83333333333,-698.333333333328,-769.333333333328,142,,,-887.833333333328,379,-1279.33333333333,226,133.666666666672,-5052.94010809156,-1754.44279392513,1544.05452024129,-2113.78333333333,-1714.33333333333,-5708.83333333333,-778.333333333328,,-777.333333333328,-2644.83333333333,939,,,-862.333333333328,-698.333333333328,-777.333333333328,1,3,3,3,1
ghost_relocated_high_23374_23374_1885,1777029960,2026-04-24,11,26,23374,23374,high,move,27347.75,27336.4166666667,21.4520467270425,645,799.655065327071,-188.166666666672,193,-217.166666666672,27,-2.66666666667152,-463.756575048334,-174.127174897265,115.502225253804,-632.326666666675,-604.426666666666,-656.506666666668,-115.666666666672,-282.666666666672,-115.666666666672,-188.166666666672,193,,,-793.666666666672,142,-452.166666666672,333,77.3333333333285,-1469.98660512076,-902.316612402748,-334.646619684747,-1655.78666666667,-1448.10666666667,-2278.82666666668,-730.666666666672,-1966.16666666667,-722.666666666672,-793.666666666672,142,,,-912.166666666672,379,-1303.66666666667,226,109.333333333328,-5077.2734414249,-1778.77612725848,1519.72118690795,-2138.11666666667,-1738.66666666667,-5733.16666666667,-802.666666666672,,-801.666666666672,-2669.16666666667,939,,,-886.666666666672,-722.666666666672,-801.666666666672,1,2,2,2,1
ghost_relocated_high_23377_23377_1886,1777030140,2026-04-24,11,29,23377,23377,high,move,27355.75,27344.5,21.0364965959593,727,720.359393447461,-220.5,193,-249.5,27,13,-472.971828385751,-173.193788901277,126.584250583197,-664.660000000003,-636.759999999995,-688.839999999997,-148,-315,-148,-220.5,193,,,-826,142,-484.5,333,45,-1502.31993845409,-934.649945736077,-366.979953018075,-1688.12,-1480.44,-2311.16,-763,-1998.5,-755,-826,142,,,-944.5,379,-1336,226,77,-5109.60677475823,-1811.1094605918,1487.38785357462,-2170.45,-1771,-5765.5,-835,,-834,-2701.5,939,,,-919,-755,-834,1,1,1,1,1
ghost_relocated_high_23378_23378_1887,1777030200,2026-04-24,11,30,23378,23378,high,move,27363.75,27348.8333333333,21.1767468391051,891,754.487514757969,-237.833333333328,193,-266.833333333328,27,27.6666666666715,-480.971289484864,-176.963179793907,127.044929897049,-681.993333333332,-654.093333333323,-706.173333333325,-165.333333333328,-332.333333333328,-165.333333333328,-237.833333333328,193,,,-843.333333333328,142,-501.833333333328,333,27.6666666666715,-1519.65327178742,-951.983279069405,-384.313286351404,-1705.45333333332,-1497.77333333333,-2328.49333333333,-780.333333333328,-2015.83333333333,-772.333333333328,-843.333333333328,142,,,-961.833333333328,379,-1353.33333333333,226,59.6666666666715,-5126.94010809156,-1828.44279392513,1470.05452024129,-2187.78333333333,-1788.33333333333,-5782.83333333333,-852.333333333328,,-851.333333333328,-2718.83333333333,939,,,-936.333333333328,-772.333333333328,-851.333333333328,0,0,0,0,1
ghost_relocated_low_23428_23406_1888,1777033200,2026-04-24,12,20,23428,23406,low,appearance,27265.25,27288.5,11.710142583278,441,488.553419885033,-2,64,-25.5,27,44.8420000000042,-142.767480324968,146.90209173756,436.571663800103,-440.660000000003,-412.759999999995,-464.839999999997,15,-33,15,3.5,193,,,-602,142,-260.5,333,-282.792000000001,-1200.37483368305,-567.809015350562,64.7568029819377,-1464.12,-1256.44,-2087.16,-539,-1774.5,-531,-602,142,,,-720.5,379,-362.5,41,301,-4870.72364822122,-1566.76285008766,1737.1979480459,-1946.45,-1547,-5541.5,-611,,-531,-2477.5,939,,,301,-531,-610,1,1,1,3,1
ghost_relocated_low_23430_23430_1889,1777033320,2026-04-24,12,22,23430,23430,low,move,27263.25,27276.4166666667,12.9324698804795,873,580.234188726421,-0.666666666671517,68,22.8333333333285,27,39.6493333333347,98.1328160260891,192.399021356294,286.665226686498,-392.326666666675,-364.426666666666,-416.506666666668,14.3333333333285,15.3333333333285,14.3333333333285,51.8333333333285,193,,,-553.666666666672,142,-212.166666666672,333,-234.458666666673,-1137.84127019843,-495.89231766056,146.056634877314,-1415.78666666667,-1208.10666666667,-2038.82666666668,-490.666666666672,-1726.16666666667,-482.666666666672,-553.666666666672,142,,,-672.166666666672,379,-314.166666666672,41,349.333333333328,-4822.39031488789,-1518.42951675433,1785.53128137923,-1898.11666666667,-1498.66666666667,-5493.16666666667,-562.666666666672,,-482.666666666672,-2429.16666666667,939,,,349.333333333328,-482.666666666672,-561.666666666672,0,0,0,4,1
ghost_relocated_low_23442_23442_1890,1777034040,2026-04-24,12,34,23442,23442,low,move,27257.75,27264.1666666667,11.7594198479096,527,320.350807629201,48.3333333333285,68,60.8333333333285,23,-3.66666666667152,137.672120867428,228.04389376461,318.415666661807,-343.326666666675,-315.426666666666,-367.506666666668,63.3333333333285,4.33333333332848,4.33333333332848,100.833333333328,193,,,-504.666666666672,142,-163.166666666672,333,-185.458666666673,-1073.92174654387,-424.330706788736,225.260332966383,-1366.78666666667,-1159.10666666667,-1989.82666666668,-441.666666666672,-1677.16666666667,-433.666666666672,-504.666666666672,142,,,-623.166666666672,379,-265.166666666672,41,398.333333333328,-4773.39031488789,-1469.42951675433,1834.53128137923,-1849.11666666667,-1449.66666666667,-5444.16666666667,-513.666666666672,,-433.666666666672,-2380.16666666667,939,,,398.333333333328,-433.666666666672,-512.666666666672,3,3,3,4,1
ghost_relocated_low_23443_23443_1891,1777034100,2026-04-24,12,35,23443,23443,low,move,27252.25,27257.25,11.5623184302018,375,331.280646103361,76,68,-49.5,105,2,162.236101607952,253.890478896807,345.544856185646,-315.660000000003,-287.759999999995,-339.839999999997,24,32,32,128.5,193,,,-477,142,-135.5,333,-157.792000000001,-1046.2550798772,-396.664040122065,252.926999633055,-1339.12,-1131.44,-1962.16,-414,-1649.5,-406,-477,142,,,-595.5,379,-237.5,41,426,-4745.72364822122,-1441.76285008766,1862.1979480459,-1821.45,-1422,-5416.5,-486,,-406,-2352.5,939,,,426,-406,-485,2,2,2,4,1
ghost_relocated_low_23444_23444_1892,1777034160,2026-04-24,12,36,23444,23444,low,move,27251.75,27257.6666666667,11.8078671137588,487,362.424516882689,74.3333333333285,68,35.8333333333285,45,-21.6666666666715,158.008782636767,251.158171048402,344.307559460038,-317.326666666675,-289.426666666666,-341.506666666668,22.3333333333285,30.3333333333285,30.3333333333285,126.833333333328,193,,,-478.666666666672,142,-137.166666666672,333,-159.458666666673,-1047.92174654387,-398.330706788736,251.260332966383,-1340.78666666667,-1133.10666666667,-1963.82666666668,-415.666666666672,-1651.16666666667,-407.666666666672,-478.666666666672,142,,,-597.166666666672,379,-239.166666666672,41,424.333333333328,-4747.39031488789,-1443.42951675433,1860.53128137923,-1823.11666666667,-1423.66666666667,-5418.16666666667,-487.666666666672,,-407.666666666672,-2354.16666666667,939,,,424.333333333328,-407.666666666672,-486.666666666672,1,1,1,3,1
ghost_relocated_low_23445_23445_1893,1777034220,2026-04-24,12,37,23445,23445,low,move,27230.75,27245.9166666667,12.7858766056332,1399,569.739613506151,121.333333333328,68,-4.16666666667152,105,23.3333333333285,201.835051829868,296.671399312429,391.507746794974,-270.326666666675,-242.426666666666,-294.506666666668,69.3333333333285,77.3333333333285,69.3333333333285,173.833333333328,193,,,-431.666666666672,142,-90.1666666666715,333,-112.458666666673,-1000.92174654387,-351.330706788736,298.260332966383,-1293.78666666667,-1086.10666666667,-1916.82666666668,-368.666666666672,-1604.16666666667,-360.666666666672,-431.666666666672,142,,,-550.166666666672,379,-192.166666666672,41,471.333333333328,-4700.39031488789,-1396.42951675433,1907.53128137923,-1776.11666666667,-1376.66666666667,-5371.16666666667,-440.666666666672,,-360.666666666672,-2307.16666666667,939,,,471.333333333328,-360.666666666672,-439.666666666672,0,0,0,2,1
ghost_relocated_low_23457_23457_1894,1777034940,2026-04-24,12,49,23457,23457,low,move,27212,27230.25,13.7550550576779,1264,485.188204640458,184,68,58.5,105,2,235.022420379217,346.246353242444,457.470286105672,-207.660000000003,-179.759999999995,-231.839999999997,132,140,132,236.5,193,,,-369,142,-27.5,333,-49.7920000000013,-927.349109824514,-273.60949746774,380.13011488902,-1231.12,-1023.44,-1854.16,-306,-1541.5,-298,-369,142,,,-487.5,379,-129.5,41,534,-4637.72364822122,-1333.76285008766,1970.1979480459,-1713.45,-1314,-5308.5,-378,,-298,-2244.5,939,,,534,-298,-377,1,3,3,3,1
ghost_relocated_low_23458_23458_1895,1777035000,2026-04-24,12,50,23458,23458,low,move,27209.25,27222.25,14.1654082678437,597,507.550563712366,139,60,90.5,105,-41,257.111222322317,375.771216160487,494.431209998656,-175.660000000003,-147.759999999995,-199.839999999997,34,-162.5,-118,268.5,193,,,-337,142,4.5,333,-17.7920000000013,-895.349109824514,-241.60949746774,412.13011488902,-1199.12,-991.440000000002,-1822.16,-274,-1509.5,-266,-337,142,,,-455.5,379,-97.5,41,566,-4605.72364822122,-1301.76285008766,2002.1979480459,-1681.45,-1282,-5276.5,-346,,-266,-2212.5,939,,,566,-266,-345,1,2,2,2,1
ghost_relocated_low_23461_23461_1896,1777035180,2026-04-24,12,53,23461,23461,low,move,27205.5,27211.6666666667,14.0777703952087,287,433.873888620732,-148.166666666672,41,-71.6666666666715,66,-9.66666666667152,288.01243463844,415.594945200646,543.177455762852,-133.326666666675,-105.426666666666,-157.506666666668,-75.6666666666715,-120.166666666672,-75.6666666666715,-238.166666666672,29,,,-294.666666666672,142,46.8333333333285,333,24.5413333333272,-843.849812714339,-187.027324837007,469.795163040326,-1156.78666666667,-949.106666666674,-1779.82666666668,-231.666666666672,-1467.16666666667,-223.666666666672,-294.666666666672,142,,,-413.166666666672,379,-55.1666666666715,41,608.333333333328,-4563.39031488789,-1259.42951675433,2044.53128137923,-1639.11666666667,-1239.66666666667,-5234.16666666667,-303.666666666672,,-223.666666666672,-2170.16666666667,939,,,-588.666666666672,-223.666666666672,-302.666666666672,1,1,1,1,1
ghost_relocated_low_23462_23462_1897,1777035240,2026-04-24,12,54,23462,23462,low,move,27203,27211.9166666667,14.0722153669795,391,425.299110896585,-149.166666666672,41,-72.6666666666715,66,-25.6666666666715,284.400840415779,414.304849025837,544.20885763588,-134.326666666675,-106.426666666666,-158.506666666668,75.3333333333285,-121.166666666672,75.3333333333285,-239.166666666672,29,,,-295.666666666672,142,45.8333333333285,333,23.5413333333272,-844.849812714339,-188.027324837007,468.795163040326,-1157.78666666667,-950.106666666674,-1780.82666666668,-232.666666666672,-1468.16666666667,-224.666666666672,-295.666666666672,142,,,-414.166666666672,379,-56.1666666666715,41,607.333333333328,-4564.39031488789,-1260.42951675433,2043.53128137923,-1640.11666666667,-1240.66666666667,-5235.16666666667,-304.666666666672,,-224.666666666672,-2171.16666666667,939,,,-589.666666666672,-224.666666666672,-303.666666666672,0,0,0,0,1
ghost_relocated_low_23498_23498_1898,1777037400,2026-04-24,13,30,23498,23498,low,move,27176.25,27195.4166666667,14.2170687236604,6998,1977.74392016201,-83.1666666666715,41,-6.66666666667152,66,30.3333333333285,297.092313933768,436.238687591307,575.385061248846,357.283333333326,438.133333333331,114.733333333323,-10.6666666666715,-55.1666666666715,-10.6666666666715,-173.166666666672,29,,,-229.666666666672,142,111.833333333328,333,89.5413333333272,-744.712872116143,-75.8629136630479,592.987044790032,-1091.78666666667,-884.106666666674,-1714.82666666668,-166.666666666672,-1402.16666666667,-158.666666666672,-229.666666666672,142,,,-348.166666666672,379,9.83333333332848,41,673.333333333328,-4451.46667916722,-1133.09350936369,2185.27966043982,-1574.11666666667,-1174.66666666667,-5169.16666666667,-238.666666666672,,-158.666666666672,-2105.16666666667,939,,,-523.666666666672,-158.666666666672,-237.666666666672,0,0,0,0,1
ghost_relocated_low_23522_23522_1899,1777038840,2026-04-24,13,54,23522,23522,low,move,27165,27179.3333333333,24.097655484906,2003,1674.38135177276,-18.8333333333285,41,57.6666666666715,66,-12.3333333333285,252.148938294849,402.633602972957,553.11826765108,421.616666666669,502.466666666674,179.066666666666,53.6666666666715,9.16666666667152,8.66666666667152,-108.833333333328,29,,,-165.333333333328,142,-54.8333333333285,61,153.87466666667,-553.079941862903,132.595890332886,818.271722528691,-1027.45333333332,-819.773333333331,-1650.49333333333,-102.333333333328,-1337.83333333333,-94.3333333333285,-165.333333333328,142,,,-283.833333333328,379,74.1666666666715,41,737.666666666672,-4387.13334583388,-1068.76017603035,2249.61299377316,-1509.78333333333,-1110.33333333333,-5104.83333333333,-174.333333333328,,-94.3333333333285,-2040.83333333333,939,,,-459.333333333328,-94.3333333333285,-173.333333333328,2,2,2,2,1
ghost_relocated_low_23523_23523_1900,1777038900,2026-04-24,13,55,23523,23523,low,move,27137,27155.0833333333,25.0192515216984,2543,1848.10508141821,-11.8333333333285,29,-52.3333333333285,10,39.6666666666715,343.858694096154,497.078984356805,650.299274617457,518.616666666669,599.466666666674,276.066666666666,-5.33333333332848,61.1666666666715,2.66666666667152,-11.8333333333285,29,,,-68.3333333333285,142,42.1666666666715,61,-207.429333333333,-456.079941862903,229.595890332886,915.271722528691,-930.453333333324,-722.773333333331,-1553.49333333333,-5.33333333332848,-1240.83333333333,2.66666666667152,-68.3333333333285,142,,,-186.833333333328,379,171.166666666672,41,834.666666666672,-4290.13334583388,-971.760176030351,2346.61299377316,-1412.78333333333,-1013.33333333333,-5007.83333333333,-77.3333333333285,,2.66666666667152,-1943.83333333333,939,,,-362.333333333328,2.66666666667152,-76.3333333333285,1,1,1,1,1
ghost_relocated_low_23524_23524_1901,1777038960,2026-04-24,13,56,23524,23524,low,move,27130.25,27148.75,25.4464478415771,2167,1911.88406513457,13.5,29,-27,10,-47,360.270337645721,521.066935464551,681.863533283395,543.949999999997,624.800000000003,301.399999999994,4,-81.5,4,13.5,29,,,-43,142,67.5,61,-182.096000000005,-430.746608529575,254.929223666215,940.605055862019,-905.119999999995,-697.440000000002,-1528.16,20,-1215.5,20,-43,142,,,-161.5,379,196.5,41,860,-4264.80001250055,-946.426842697023,2371.94632710649,-1387.45,-988,-4982.5,-52,,28,-1918.5,939,,,-337,28,-51,0,0,0,0,1
ghost_relocated_high_23574_23574_1902,1777041960,2026-04-24,14,46,23574,23574,high,appearance,27279.75,27266.3333333333,22.1656483600297,2261,1294.33027054284,-37.3333333333285,60,1.16666666667152,45,32.8786666666711,-155.984293065849,-1.59902415990655,152.786244746036,-253.893333333326,-84.0133333333215,-325.133333333331,-12.3333333333285,1.66666666667152,-0.333333333328483,-49.3333333333285,102,,,-513.333333333328,142,-171.833333333328,333,-194.12533333333,-796.234774712764,-109.536394722963,577.161985266823,-1375.45333333332,-1167.77333333333,-1998.49333333333,-450.333333333328,-1685.83333333333,-253.333333333328,-513.333333333328,142,,,-631.833333333328,379,-273.833333333328,41,389.666666666672,-4685.05121457239,-1349.7149891814,1985.62123620958,-1857.78333333333,-1458.33333333333,-5452.83333333333,-522.333333333328,,-442.333333333328,-2388.83333333333,939,,,389.666666666672,-442.333333333328,-521.333333333328,0,0,3,6,1
ghost_relocated_high_23581_23581_1903,1777042380,2026-04-24,14,53,23581,23581,high,move,27281,27274.6666666667,21.6664534098529,1001,1166.48473795295,6.33333333332848,68,18.8333333333285,23,20.3333333333285,-232.331953510613,-106.144942480038,20.0420685505378,-287.226666666669,-117.346666666665,-358.466666666674,21.3333333333285,22.3333333333285,21.3333333333285,58.8333333333285,193,,,-546.666666666672,142,-205.166666666672,333,-227.458666666673,-811.049076692841,-120.772585539686,569.503905613456,-1408.78666666667,-1201.10666666667,-2031.82666666668,-483.666666666672,-1719.16666666667,-286.666666666672,-546.666666666672,142,,,-665.166666666672,379,-307.166666666672,41,356.333333333328,-4718.38454790573,-1383.04832251475,1952.28790287624,-1891.11666666667,-1491.66666666667,-5486.16666666667,-555.666666666672,,-475.666666666672,-2422.16666666667,939,,,356.333333333328,-475.666666666672,-554.666666666672,2,3,6,6,1
ghost_relocated_high_23583_23583_1904,1777042500,2026-04-24,14,55,23583,23583,high,move,27283.75,27273.4166666667,21.1613807462507,1074,1111.43023228989,11.3333333333285,68,23.8333333333285,23,30.3333333333285,-221.812312176393,-92.5370277922193,36.7382565919397,-282.226666666669,-112.346666666665,-353.466666666674,-24.6666666666715,-25.6666666666715,-22.6666666666715,63.8333333333285,193,,,-541.666666666672,142,-200.166666666672,333,-222.458666666673,-806.049076692841,-115.772585539686,574.503905613456,-1403.78666666667,-1196.10666666667,-2026.82666666668,-478.666666666672,-1714.16666666667,-281.666666666672,-541.666666666672,142,,,-660.166666666672,379,-302.166666666672,41,361.333333333328,-4713.38454790573,-1378.04832251475,1957.28790287624,-1886.11666666667,-1486.66666666667,-5481.16666666667,-550.666666666672,,-470.666666666672,-2417.16666666667,939,,,361.333333333328,-470.666666666672,-549.666666666672,2,3,5,6,1
ghost_relocated_high_23584_23584_1905,1777042560,2026-04-24,14,56,23584,23584,high,move,27292,27284.5833333333,21.0427106929471,1299,1148.94418583191,13.6666666666715,64,-9.83333333332848,27,-3.33333333332848,-263.439795028826,-132.489390723786,-1.53898641874548,-326.893333333326,-157.013333333321,-398.133333333331,-18.3333333333285,-17.3333333333285,-16.3333333333285,19.1666666666715,193,,,-586.333333333328,142,-244.833333333328,333,-267.12533333333,-850.715743359498,-160.439252206343,529.837238946799,-1448.45333333332,-1240.77333333333,-2071.49333333333,-523.333333333328,-1758.83333333333,-326.333333333328,-586.333333333328,142,,,-704.833333333328,379,-346.833333333328,41,316.666666666672,-4758.05121457239,-1422.7149891814,1912.62123620958,-1930.78333333333,-1531.33333333333,-5525.83333333333,-595.333333333328,,-515.333333333328,-2461.83333333333,939,,,316.666666666672,-515.333333333328,-594.333333333328,1,3,4,5,1
ghost_relocated_high_23585_23585_1906,1777042620,2026-04-24,14,57,23585,23585,high,move,27297.25,27293.6666666667,20.2003742148795,1089,1136.95534866553,12.8333333333285,55,-22.6666666666715,16,-6.66666666667152,-295.478561149896,-161.38389310769,-27.2892250654841,-363.226666666669,-193.346666666665,-434.466666666674,-5.66666666667152,-53.6666666666715,5.33333333332848,-17.1666666666715,193,,,-622.666666666672,142,-281.166666666672,333,280.333333333328,-887.049076692841,-196.772585539686,493.503905613456,-1484.78666666667,-1277.10666666667,-2107.82666666668,-559.666666666672,-1795.16666666667,-362.666666666672,-622.666666666672,142,,,-741.166666666672,379,-383.166666666672,41,280.333333333328,-4794.38454790573,-1459.04832251475,1876.28790287624,-1967.11666666667,-1567.66666666667,-5562.16666666667,-631.666666666672,,-551.666666666672,-2498.16666666667,939,,,280.333333333328,-551.666666666672,-630.666666666672,1,2,3,5,1
ghost_relocated_high_23588_23588_1907,1777042800,2026-04-24,15,0,23588,23588,high,move,27299.75,27293.8333333333,19.1095015124235,1316,1064.13713851675,12.1666666666715,55,-23.3333333333285,16,13.6666666666715,-287.239731768655,-146.48072719785,-5.72172262704407,-363.893333333326,-194.013333333321,-435.133333333331,-6.33333333332848,-54.3333333333285,4.66666666667152,-17.8333333333285,193,,,-623.333333333328,142,-281.833333333328,333,279.666666666672,-887.715743359498,-197.439252206343,492.837238946799,-1485.45333333332,-1277.77333333333,-2108.49333333333,-560.333333333328,-1795.83333333333,-363.333333333328,-623.333333333328,142,,,-741.833333333328,379,-383.833333333328,41,279.666666666672,-4795.05121457239,-1459.7149891814,1875.62123620958,-1967.78333333333,-1568.33333333333,-5562.83333333333,-632.333333333328,,-552.333333333328,-2498.83333333333,939,,,279.666666666672,-552.333333333328,-631.333333333328,2,2,3,7,1
