event_id,event_timestamp,event_date,event_hour,event_minute,event_index,ghost_index,complete,ghost_price,ghost_hlc3,atr_1m,volume_1m,volume_ema9_1m,tf1_ob_dist_pips,tf1_ob_width_pips,tf1_fvg_dist_pips,tf1_fvg_width_pips,tf1_fib_dist_pips,tf1_vwap_dist_pips,tf1_vwap_band1_dist_pips,tf1_vwap_band2_dist_pips,tf1_vp_poc_dist_pips,tf1_vp_vah_dist_pips,tf1_vp_val_dist_pips,tf1_bos_choch_dist_pips,tf1_eqh_eql_dist_pips,tf1_sweep_grab_run_dist_pips,tf1_supply_demand_dist_pips,tf1_supply_demand_width_pips,tf1_channel_dist_pips,tf1_channel_width_pips,tf10_ob_dist_pips,tf10_ob_width_pips,tf10_fvg_dist_pips,tf10_fvg_width_pips,tf10_fib_dist_pips,tf10_vwap_dist_pips,tf10_vwap_band1_dist_pips,tf10_vwap_band2_dist_pips,tf10_vp_poc_dist_pips,tf10_vp_vah_dist_pips,tf10_vp_val_dist_pips,tf10_bos_choch_dist_pips,tf10_eqh_eql_dist_pips,tf10_sweep_grab_run_dist_pips,tf10_supply_demand_dist_pips,tf10_supply_demand_width_pips,tf10_channel_dist_pips,tf10_channel_width_pips,tf60_ob_dist_pips,tf60_ob_width_pips,tf60_fvg_dist_pips,tf60_fvg_width_pips,tf60_fib_dist_pips,tf60_vwap_dist_pips,tf60_vwap_band1_dist_pips,tf60_vwap_band2_dist_pips,tf60_vp_poc_dist_pips,tf60_vp_vah_dist_pips,tf60_vp_val_dist_pips,tf60_bos_choch_dist_pips,tf60_eqh_eql_dist_pips,tf60_sweep_grab_run_dist_pips,tf60_supply_demand_dist_pips,tf60_supply_demand_width_pips,tf60_channel_dist_pips,tf60_channel_width_pips,sr_4h_dist_pips,sr_d_dist_pips,sr_w_dist_pips,ghost_type,relocation,Y_3m,Y_5m,Y_10m,Y_15m
ghost_trace_high_7075_7075_611,1775663160,2026-04-08,10,46,7075,7075,1,25075,25069,14.44323346,931,862.1688097,-11,106,182.5,71,-133.598,-166.1746194,-94.94845843,-23.72229749,-191.35,-152.2,-240.94,-20,-3512.5,11,86,116,-3.428571429,545.9047619,443.5,559,420,102,376.876,156.3103696,-149.5538788,-455.4181273,599.79,653.8,467.22,89,,68,443.5,559,,,-4024.5,1631,244,200,-2999.308,-2051.599214,-249.039971,1553.519272,-3760.42,-3356.8,-4317.8,-2588,,-2467,-4024.5,1631,,,344,349,-2883,high,appearance,2,3,5,8
ghost_trace_high_7076_7076_612,1775663220,2026-04-08,10,47,7076,7076,1,25079.5,25074.5,14.16157393,687,827.1350478,26.5,77,160.5,71,-155.598,-184.3205869,-109.6138632,-34.90713948,-213.35,-174.2,-262.94,-42,-3534.5,-11,64,116,,,421.5,559,398,102,354.876,134.3103696,-171.5538788,-477.4181273,577.79,631.8,445.22,67,,46,421.5,559,,,-4046.5,1631,222,200,-3021.308,-2073.599214,-271.039971,1531.519272,-3782.42,-3378.8,-4339.8,-2610,,-2489,-4046.5,1631,,,322,327,-2905,high,move,2,3,5,8
ghost_trace_high_7078_7078_613,1775663340,2026-04-08,10,49,7078,7078,1,25081.75,25077.75,13.41865303,776,810.8064306,13.5,77,147.5,71,-168.598,-190.9036475,-110.2600798,-29.61651208,-226.35,-187.2,-275.94,48,-3547.5,19,51,116,,,408.5,559,385,102,341.876,121.3103696,-184.5538788,-490.4181273,564.79,618.8,432.22,54,,33,408.5,559,,,-4059.5,1631,209,200,-3034.308,-2086.599214,-284.039971,1518.519272,-3795.42,-3391.8,-4352.8,-2623,,-2502,-4059.5,1631,,,309,314,-2918,high,move,2,3,4,8
ghost_trace_high_7079_7079_614,1775663400,2026-04-08,10,50,7079,7079,1,25084.5,25080.83333,12.96017782,721,792.8451445,1.166666667,77,135.1666667,71,-180.9313333,-199.7425894,-115.8424985,-31.94240759,-238.6833333,-199.5333333,-288.2733333,35.66666667,-3559.833333,6.666666667,38.66666667,116,,,396.1666667,559,372.6666667,102,329.5426667,104.13429,-198.7650633,-501.6644166,552.4566667,606.4666667,419.8866667,41.66666667,,20.66666667,396.1666667,559,,,-4071.833333,1631,196.6666667,200,-3046.641333,-2098.932548,-296.3733043,1506.185939,-3807.753333,-3404.133333,-4365.133333,-2635.333333,,-2514.333333,-4071.833333,1631,,,296.6666667,301.6666667,-2930.333333,high,move,2,2,4,7
ghost_trace_high_7081_7081_615,1775663520,2026-04-08,10,52,7081,7081,1,25086,25081.83333,12.21056148,567,709.6208925,-2.833333333,77,131.1666667,71,-184.9313333,-197.9105183,-108.6715118,-19.43250533,-242.6833333,-203.5333333,-292.2733333,31.66666667,-3563.833333,2.666666667,34.66666667,116,,,392.1666667,559,368.6666667,102,325.5426667,100.13429,-202.7650633,-505.6644166,548.4566667,602.4666667,415.8866667,37.66666667,,16.66666667,392.1666667,559,,,-4075.833333,1631,192.6666667,200,-3050.641333,-2102.932548,-300.3733043,1502.185939,-3811.753333,-3408.133333,-4369.133333,-2639.333333,,-2518.333333,-4075.833333,1631,,,292.6666667,297.6666667,-2934.333333,high,move,1,2,5,6
ghost_trace_high_7082_7082_616,1775663580,2026-04-08,10,53,7082,7082,1,25087.75,25084.41667,11.82052138,525,672.696714,-13.16666667,77,120.8333333,71,-195.2646667,-205.7071682,-114.2898296,-22.87249109,-253.0166667,-213.8666667,-302.6066667,21.33333333,-3574.166667,-3.666666667,24.33333333,116,,,381.8333333,559,358.3333333,102,315.2093333,89.80095666,-213.0983966,-515.9977499,538.1233333,592.1333333,405.5533333,27.33333333,,6.333333333,381.8333333,559,,,-4086.166667,1631,182.3333333,200,-3060.974667,-2113.265881,-310.7066377,1491.852606,-3822.086667,-3418.466667,-4379.466667,-2649.666667,,-2528.666667,-4086.166667,1631,,,282.3333333,287.3333333,-2944.666667,high,move,0,1,5,5
ghost_trace_high_7086_7086_617,1775663820,2026-04-08,10,57,7086,7086,1,25089,25084.5,10.85387367,613,599.134974,-13.5,77,120.5,71,-195.598,-197.2335047,-98.97966504,-0.7258253815,-253.35,-214.2,-302.94,21,-3574.5,-4,24,116,,,381.5,559,358,102,314.876,89.46762333,-213.43173,-516.3310832,537.79,591.8,405.22,27,,6,381.5,559,,,-4086.5,1631,182,200,-3061.308,-2113.599214,-311.039971,1491.519272,-3822.42,-3418.8,-4379.8,-2650,,-2529,-4086.5,1631,,,282,287,-2945,high,move,1,3,4,4
ghost_trace_high_7089_7089_618,1775664000,2026-04-08,11,0,7089,7089,1,25092.75,25086.83333,10.91434419,846,696.8211067,14.66666667,116,111.1666667,71,-204.9313333,-198.3075096,-94.69889737,8.909714811,-262.6833333,-223.5333333,-312.2733333,11.66666667,-3583.833333,3.666666667,14.66666667,116,,,372.1666667,559,348.6666667,102,305.5426667,77.93557063,-222.1226798,-522.1809302,528.4566667,582.4666667,395.8866667,17.66666667,,-0.3333333333,372.1666667,559,,,-4095.833333,1631,172.6666667,200,-3070.641333,-2012.016144,-202.9819286,1606.052287,-3831.753333,-3428.133333,-4389.133333,-2659.333333,,-2538.333333,-4095.833333,1631,,,272.6666667,277.6666667,-2954.333333,high,move,3,3,3,3
ghost_trace_high_7090_7090_619,1775664060,2026-04-08,11,1,7090,7090,1,25104,25098,11.18831961,1712,899.8568854,-30,116,66.5,71,-249.598,-239.5677854,-133.6703832,-27.77298101,-307.35,-268.2,-356.94,-33,-3628.5,-29,-30,116,,,327.5,559,304,102,260.876,33.26890396,-266.7893465,-566.8475969,483.79,537.8,351.22,-25,,-25,327.5,559,,,-4140.5,1631,128,200,-3115.308,-2056.682811,-247.6485953,1561.38562,-3876.42,-3472.8,-4433.8,-2704,,-2583,-4140.5,1631,,,228,233,-2999,high,move,2,2,2,2
ghost_trace_high_7091_7091_620,1775664120,2026-04-08,11,2,7091,7091,1,25104.75,25102.25,10.78201106,732,866.2855083,-47,116,49.5,71,-266.598,-248.5199851,-135.8223108,-23.12463648,-324.35,-285.2,-373.94,-50,-3645.5,-46,-47,116,,,310.5,559,287,102,243.876,16.26890396,-283.7893465,-583.8475969,466.79,520.8,334.22,22,,22,310.5,559,,,-4157.5,1631,111,200,-3132.308,-2073.682811,-264.6485953,1544.38562,-3893.42,-3489.8,-4450.8,-2721,,-2600,-4157.5,1631,,,211,216,-3016,high,move,1,1,1,1
ghost_trace_high_7092_7092_621,1775664180,2026-04-08,11,3,7092,7092,1,25116,25110.08333,11.02972456,995,892.0284066,-78.33333333,116,18.16666667,71,-297.9313333,-276.3342812,-160.6489723,-44.96366337,-355.6833333,-316.5333333,-405.2733333,-81.33333333,-3676.833333,35.66666667,-78.33333333,116,,,279.1666667,559,255.6666667,102,212.5426667,-15.06442937,284.993821,585.0520715,435.4566667,489.4666667,302.8866667,-9.333333333,,-9.333333333,279.1666667,559,,,-4188.833333,1631,79.66666667,200,-3163.641333,-2105.016144,-295.9819286,1513.052287,-3924.753333,-3521.133333,-4482.133333,-2752.333333,,-2631.333333,-4188.833333,1631,,,179.6666667,184.6666667,-3047.333333,high,move,0,0,0,0
ghost_trace_high_7126_7126_622,1775666220,2026-04-08,11,37,7126,7126,1,25118.5,25113.5,10.46902494,480,506.3798002,-138,92,4.5,71,-36.438,-91.13708636,-41.45968308,8.217720197,-74.63,10,-128.88,76,-3690.5,22,151.5,79,,,265.5,559,242,102,198.876,-33.6226737,256.7258257,547.0743251,421.79,475.8,289.22,21,,21,265.5,559,,,-4202.5,1631,66,200,-3177.308,-2118.682811,-309.6485953,1499.38562,-3938.42,-3534.8,-4495.8,-2766,,-2645,-4202.5,1631,,,166,171,-3061,high,move,1,3,4,8
ghost_trace_high_7129_7129_623,1775666400,2026-04-08,11,40,7129,7129,1,25127,25123,10.23841028,998,587.7304577,113.5,79,-33.5,71,-74.438,-123.3639814,-70.22594387,-17.0879063,-112.63,-28,-166.88,-28,-3728.5,-16,113.5,79,,,227.5,559,204,102,30.996,-121.2264423,145.2140402,411.6545227,-270.42,271.6,-468.72,-17,,-17,227.5,559,,,-4240.5,1631,28,200,-3215.308,-2156.682811,-347.6485953,1461.38562,-3976.42,-3572.8,-4533.8,-2804,,-2683,-4240.5,1631,,,128,133,-3099,high,move,2,2,5,8
ghost_trace_high_7130_7130_624,1775666460,2026-04-08,11,41,7130,7130,1,25136.75,25132.5,10.32852383,1124,694.9843662,75.5,79,9,44,-112.438,-156.1396221,-98.50911219,-40.87860232,-150.63,-66,-204.88,0,-3766.5,0,75.5,79,,,189.5,559,166,102,-7.004,-159.2264423,107.2140402,373.6545227,-308.42,233.6,-506.72,7,,7,189.5,559,,,-4278.5,1631,-10,200,-3253.308,-2194.682811,-385.6485953,1423.38562,-4014.42,-3610.8,-4571.8,-2842,,-2721,-4278.5,1631,,,90,95,-3137,high,move,1,2,5,7
ghost_trace_high_7131_7131_625,1775666520,2026-04-08,11,42,7131,7131,1,25137,25133,10.0372007,665,688.9874929,73.5,79,7,44,-114.438,-151.0314432,-85.99746449,-20.96348575,-152.63,-68,-206.88,-2,-3768.5,-2,73.5,79,,,187.5,559,164,102,-9.004,-161.2264423,105.2140402,371.6545227,-310.42,231.6,-508.72,5,,5,187.5,559,,,-4280.5,1631,-12,200,-3255.308,-2196.682811,-387.6485953,1421.38562,-4016.42,-3612.8,-4573.8,-2844,,-2723,-4280.5,1631,,,88,93,-3139,high,move,0,1,5,6
ghost_trace_high_7135_7135_626,1775666760,2026-04-08,11,46,7135,7135,1,25139.75,25135.5,9.407564274,654,602.3852771,63.5,79,-3,44,-124.438,-149.7796897,-76.35681369,-2.933937693,-162.63,-78,-216.88,-12,-3778.5,-5,63.5,79,,,177.5,559,154,102,-19.004,-171.2264423,95.21404023,361.6545227,-320.42,221.6,-518.72,-5,,-5,177.5,559,,,-4290.5,1631,-22,200,-3265.308,-2206.682811,-397.6485953,1411.38562,-4026.42,-3622.8,-4583.8,-2854,,-2733,-4290.5,1631,,,78,83,-3149,high,move,2,3,5,5
ghost_trace_high_7137_7137_627,1775666880,2026-04-08,11,48,7137,7137,1,25144,25140.58333,9.222593686,575,552.6865773,43.16666667,79,-23.33333333,44,-144.7713333,-164.8314189,-87.60915832,-10.38689778,-182.9633333,-98.33333333,-237.2133333,-32.33333333,-3798.833333,12.66666667,43.16666667,79,,,157.1666667,559,133.6666667,102,-39.33733333,-191.5597756,74.88070689,341.3211894,-340.7533333,201.2666667,-539.0533333,-25.33333333,,-25.33333333,157.1666667,559,,,-4310.833333,1631,-42.33333333,200,-3285.641333,-2227.016144,-417.9819286,1391.052287,-4046.753333,-3643.133333,-4604.133333,-2874.333333,,-2753.333333,-4310.833333,1631,,,57.66666667,62.66666667,-3169.333333,high,move,2,3,4,4
ghost_trace_high_7138_7138_628,1775666940,2026-04-08,11,49,7138,7138,1,25145.25,25141.08333,9.028122708,490,540.1492619,41.16666667,79,-482.8333333,9,-146.7713333,-163.4878055,-83.59872572,-3.709645986,-184.9633333,-100.3333333,-239.2133333,-16.33333333,-3800.833333,10.66666667,41.16666667,79,,,155.1666667,559,131.6666667,102,-41.33733333,-193.5597756,72.88070689,339.3211894,-342.7533333,199.2666667,-541.0533333,-27.33333333,,-27.33333333,155.1666667,559,,,-4312.833333,1631,-44.33333333,200,-3287.641333,-2229.016144,-419.9819286,1389.052287,-4048.753333,-3645.133333,-4606.133333,-2876.333333,,-2755.333333,-4312.833333,1631,,,55.66666667,60.66666667,-3171.333333,high,move,2,2,3,3
ghost_trace_high_7140_7140_629,1775667060,2026-04-08,11,51,7140,7140,1,25146.75,25144.08333,8.744911927,357,500.6155276,29.16666667,79,-494.8333333,9,-158.7713333,-169.8462883,-85.85982938,-1.873370407,-196.9633333,-112.3333333,-251.2133333,-28.33333333,-3812.833333,-1.333333333,29.16666667,79,,,143.1666667,559,119.6666667,102,-53.33733333,-201.916369,62.64328045,327.2029299,-354.7533333,187.2666667,-553.0533333,-39.33333333,,-39.33333333,143.1666667,559,,,-4324.833333,1631,-56.33333333,200,-3299.641333,-2241.016144,-431.9819286,1377.052287,-4060.753333,-3657.133333,-4618.133333,-2888.333333,,-2767.333333,-4324.833333,1631,,,43.66666667,48.66666667,-3183.333333,high,move,1,2,2,2
ghost_trace_high_7141_7141_630,1775667120,2026-04-08,11,52,7141,7141,1,25148.75,25145.25,8.513132504,527,505.8924221,24.5,79,-499.5,9,-163.438,-172.4723989,-86.96568624,-1.458973588,-201.63,-117,-255.88,-33,-3817.5,-6,24.5,79,,,138.5,559,115,102,-58.004,-206.5830357,57.97661378,322.5362633,-359.42,182.6,-557.72,39,,39,138.5,559,,,-4329.5,1631,-61,200,-3304.308,-2245.682811,-436.6485953,1372.38562,-4065.42,-3661.8,-4622.8,-2893,,-2772,-4329.5,1631,,,39,44,-3188,high,move,1,1,1,1
ghost_trace_high_7144_7144_631,1775667300,2026-04-08,11,55,7144,7144,1,25157.5,25152.75,8.390434443,808,567.6569201,-5.5,79,-529.5,9,-193.438,-193.9749797,-102.6998908,-11.42480193,-231.63,-147,-285.88,33,-3847.5,9,-5.5,79,,,108.5,559,85,102,-88.004,-236.5830357,27.97661378,292.5362633,-389.42,152.6,-587.72,9,,9,108.5,559,,,-4359.5,1631,-91,200,-3334.308,-2275.682811,-466.6485953,1342.38562,-4095.42,-3691.8,-4652.8,-2923,,-2802,-4359.5,1631,,,9,14,-3218,high,move,0,0,0,0
ghost_trace_low_7194_7186_632,1775670300,2026-04-08,12,45,7194,7186,1,25065,25079.83333,11.52870203,348,558.9838267,-32.83333333,79,-237.8333333,9,18.05466667,120.8536278,25.73809725,-69.37743329,214.9166667,280.0266667,42.56666667,-1.333333333,-3555.833333,-1.333333333,42.66666667,72,,,400.1666667,559,376.6666667,102,47.66666667,62.14960197,-191.1438991,-444.4374002,-97.75333333,444.2666667,-296.0533333,45.66666667,,24.66666667,400.1666667,559,,,-4067.833333,1631,-454.8333333,333,-3042.641333,-1900.434707,-79.00055135,1742.433604,-3803.753333,-3400.133333,-4361.133333,-2631.333333,,-2510.333333,-4067.833333,1631,,,-613.3333333,305.6666667,-2926.333333,low,appearance,0,0,0,0
ghost_trace_low_7227_7227_633,1775672280,2026-04-08,13,18,7227,7227,1,25056,25084.33333,13.08190098,3456,1067.02056,7.166666667,77,62.66666667,34,6.102666667,95.11361697,34.41963479,-26.27434738,26.48666667,41.18666667,11.78666667,8.666666667,-3573.833333,-0.3333333333,7.166666667,77,,,382.1666667,559,358.6666667,102,29.66666667,44.97507301,-203.1397179,-451.2545089,-115.7533333,426.2666667,-314.0533333,27.66666667,,6.666666667,382.1666667,559,,,-4085.833333,1631,-472.8333333,333,-3060.641333,-1849.650423,-22.99617684,1803.658069,-3821.753333,-3418.133333,-4379.133333,-2649.333333,,-2528.333333,-4085.833333,1631,,,-631.3333333,287.6666667,-2944.333333,low,move,1,1,1,1
ghost_trace_low_7228_7228_634,1775672340,2026-04-08,13,19,7228,7228,1,25032,25055.66667,15.64747948,3680,1589.616448,-50.16666667,75,-141.1666667,9,106.4613333,191.0095744,124.7541698,58.49876528,141.1533333,155.8533333,126.4533333,-10.66666667,-3459.166667,-10.66666667,265.8333333,77,,,496.8333333,559,473.3333333,102,-11.66266667,159.6417397,-88.47305125,-336.5878422,-1.086666667,540.9333333,-199.3866667,142.3333333,,-59.66666667,496.8333333,559,,,-3971.166667,1631,-358.1666667,333,-2945.974667,-1734.983756,91.67048982,1918.324736,-3707.086667,-3303.466667,-4264.466667,-2534.666667,,-2413.666667,-3971.166667,1631,,,-516.6666667,402.3333333,-2829.666667,low,move,0,0,0,0
ghost_trace_low_7249_7249_635,1775673600,2026-04-08,13,40,7249,7249,1,25028.75,25035,13.87488891,814,560.2104537,-66.5,109,-58.5,9,53.136,186.5595993,86.57869594,-13.40220742,223.41,379.02,195.48,-15,387,5,348.5,77,37.83211679,330.2189781,276.5,221,556,102,28,118.3047279,-64.12776844,-246.5602648,185.08,323.68,-138.32,120,,23,276.5,221,,,-3888.5,1631,-275.5,333,-2863.308,-1652.317089,174.3371565,2000.991402,-3624.42,-3220.8,-4181.8,-2452,,-2331,-3888.5,1631,,,-434,485,-2747,low,move,3,5,7,10
ghost_trace_low_7250_7250_636,1775673660,2026-04-08,13,41,7250,7250,1,25026.5,25030,13.49096827,616,571.368363,-46.5,109,-38.5,9,73.136,202.3200819,99.64598761,-3.028106673,243.41,399.02,215.48,5,407,5,368.5,77,,,296.5,221,576,102,48,138.3047279,-44.12776844,-226.5602648,205.08,343.68,-118.32,140,,43,296.5,221,,,-3868.5,1631,-255.5,333,-2843.308,-1632.317089,194.3371565,2020.991402,-3604.42,-3200.8,-4161.8,-2432,,-2311,-3868.5,1631,,,-414,505,-2727,low,move,3,4,6,10
ghost_trace_low_7251_7251_637,1775673720,2026-04-08,13,42,7251,7251,1,25024.5,25032.66667,13.74161339,727,602.4946904,-57.16666667,109,-49.16666667,9,62.46933333,188.2329198,83.14210928,-21.94870126,232.7433333,388.3533333,204.8133333,-2.666666667,396.3333333,-2.666666667,95.33333333,196,,,285.8333333,221,565.3333333,102,37.33333333,127.6380613,-54.79443511,-237.2269315,194.4133333,333.0133333,-128.9866667,129.3333333,,32.33333333,285.8333333,221,,,-3879.166667,1631,-266.1666667,333,-2853.974667,-1642.983756,183.6704898,2010.324736,-3615.086667,-3211.466667,-4172.466667,-2442.666667,,-2321.666667,-3879.166667,1631,,,-424.6666667,494.3333333,-2737.666667,low,move,3,3,5,10
ghost_trace_low_7252_7252_638,1775673780,2026-04-08,13,43,7252,7252,1,25022.25,25028.58333,13.93864101,737,629.3957523,-40.83333333,109,-32.83333333,9,78.80266667,200.8839527,93.610471,-13.66301069,249.0766667,404.6866667,221.1466667,-7.333333333,412.6666667,-0.3333333333,111.6666667,196,,,302.1666667,221,581.6666667,102,53.66666667,143.9713946,-38.46110177,-220.8935981,210.7466667,349.3466667,-112.6533333,145.6666667,,48.66666667,302.1666667,221,,,-3862.833333,1631,-249.8333333,333,-2837.641333,-1626.650423,200.0038232,2026.658069,-3598.753333,-3195.133333,-4156.133333,-2426.333333,,-2305.333333,-3862.833333,1631,,,-408.3333333,510.6666667,-2721.333333,low,move,2,2,5,10
ghost_trace_low_7253_7253_639,1775673840,2026-04-08,13,44,7253,7253,1,25013.75,25020.83333,14.22873808,829,669.3166018,-9.833333333,109,-1.833333333,9,109.8026667,227.9775814,118.1900968,8.402612227,280.0766667,435.6866667,252.1466667,23.66666667,443.6666667,23.66666667,142.6666667,196,,,333.1666667,221,-580.3333333,302,-24.36533333,174.9713946,-7.461101772,-189.8935981,241.7466667,380.3466667,-81.65333333,176.6666667,,-52.33333333,333.1666667,221,,,-3831.833333,1631,-218.8333333,333,-2806.641333,-1595.650423,231.0038232,2057.658069,-3567.753333,-3164.133333,-4125.133333,-2395.333333,,-2274.333333,-3831.833333,1631,,,-377.3333333,541.6666667,-2690.333333,low,move,1,2,5,10
ghost_trace_low_7254_7254_640,1775673900,2026-04-08,13,45,7254,7254,1,25007.75,25015.41667,14.05168536,1032,741.8532815,11.83333333,109,130.8333333,31,131.4693333,244.764354,131.256723,17.74909194,301.7433333,457.3533333,273.8133333,45.33333333,465.3333333,-30.66666667,164.3333333,196,,,354.8333333,221,-558.6666667,302,-2.698666667,196.6380613,14.20556489,-168.2269315,263.4133333,402.0133333,-59.98666667,198.3333333,,-30.66666667,354.8333333,221,,,-3810.166667,1631,-197.1666667,333,-2784.974667,-1573.983756,252.6704898,2079.324736,-3546.086667,-3142.466667,-4103.466667,-2373.666667,,-2252.666667,-3810.166667,1631,,,-355.6666667,563.3333333,-2668.666667,low,move,0,2,5,10
ghost_trace_low_7258_7258_641,1775674140,2026-04-08,13,49,7258,7258,1,25001,25005.33333,13.42637015,776,702.7623041,52.16666667,109,-103.8333333,33,171.8026667,268.4305902,143.4091455,18.38770087,342.0766667,497.6866667,314.1466667,-20.33333333,505.6666667,9.666666667,204.6666667,196,,,395.1666667,221,-518.3333333,302,37.63466667,236.9713946,54.53889823,-127.8935981,303.7466667,442.3466667,-19.65333333,238.6666667,,9.666666667,395.1666667,221,,,-3769.833333,1631,-156.8333333,333,-2744.641333,-1533.650423,293.0038232,2119.658069,-3505.753333,-3102.133333,-4063.133333,-2333.333333,,-2212.333333,-3769.833333,1631,,,-315.3333333,603.6666667,-2628.333333,low,move,1,3,8,10
ghost_trace_low_7259_7259_642,1775674200,2026-04-08,13,50,7259,7259,1,24995,25004.5,13.52091514,1125,787.2098433,-73,60,-100.5,33,175.136,266.8576173,137.8707779,8.883938457,345.41,501.02,317.48,13,509,13,73.5,55,,,398.5,221,-515,302,40.968,232.3123823,49.52364204,-133.2650982,307.08,445.68,-16.32,242,,13,398.5,221,,,-3766.5,1631,-153.5,333,-2741.308,-1530.317089,296.3371565,2122.991402,-3502.42,-3098.8,-4059.8,-2330,,-2209,-3766.5,1631,,,-312,607,-2625,low,move,1,3,8,9
ghost_trace_low_7262_7262_643,1775674380,2026-04-08,13,53,7262,7262,1,24994.75,24997.58333,13.02749656,550,737.4034398,-45.33333333,60,-72.83333333,33,202.8026667,278.566725,138.2465553,-2.073614373,373.0766667,528.6866667,345.1466667,10.66666667,536.6666667,10.66666667,101.1666667,55,,,426.1666667,221,-487.3333333,302,-66.26933333,259.9790489,77.19030871,-105.5984315,334.7466667,473.3466667,11.34666667,269.6666667,,40.66666667,426.1666667,221,,,-3738.833333,1631,-125.8333333,333,-2713.641333,-1502.650423,324.0038232,2150.658069,-3474.753333,-3071.133333,-4032.133333,-2302.333333,,-2181.333333,-3738.833333,1631,,,-284.3333333,634.6666667,-2597.333333,low,move,3,5,8,9
ghost_trace_low_7263_7263_644,1775674440,2026-04-08,13,54,7263,7263,1,24994,24997.25,12.77553252,449,679.7227518,-44,60,-71.5,33,204.136,276.5462572,133.802764,-8.940729141,374.41,530.02,346.48,12,538,12,102.5,55,,,427.5,221,-486,302,-64.936,261.3123823,78.52364204,-104.2650982,336.08,474.68,12.68,271,,42,427.5,221,,,-3737.5,1631,-124.5,333,-2712.308,-1501.317089,325.3371565,2151.991402,-3473.42,-3069.8,-4030.8,-2301,,-2180,-3737.5,1631,,,-283,636,-2596,low,move,3,5,7,8
ghost_trace_low_7264_7264_645,1775674500,2026-04-08,13,55,7264,7264,1,24977.75,24985.66667,13.11299448,870,717.7782014,2.333333333,60,-25.16666667,33,250.4693333,320.1879823,175.5695232,30.95106406,420.7433333,576.3533333,392.8133333,58.33333333,584.3333333,58.33333333,148.8333333,55,,,473.8333333,221,-439.6666667,302,-18.60266667,307.6457156,124.8569754,-57.93176485,382.4133333,521.0133333,59.01333333,317.3333333,,88.33333333,473.8333333,221,,,-3691.166667,1631,-78.16666667,333,-2665.974667,-1454.983756,371.6704898,2198.324736,-3427.086667,-3023.466667,-3984.466667,-2254.666667,,-2133.666667,-3691.166667,1631,,,-236.6666667,682.3333333,-2549.666667,low,move,3,5,6,7
ghost_trace_low_7265_7265_646,1775674560,2026-04-08,13,56,7265,7265,1,24972,24978.16667,13.0870663,968,767.8225612,178.8333333,55,4.833333333,33,280.4693333,344.2613506,194.6288481,44.99634565,450.7433333,606.3533333,422.8133333,88.33333333,614.3333333,2.333333333,178.8333333,55,,,503.8333333,221,-409.6666667,302,11.39733333,337.6457156,154.8569754,-27.93176485,412.4133333,551.0133333,89.01333333,347.3333333,,118.3333333,503.8333333,221,,,-3661.166667,1631,-48.16666667,333,-2635.974667,-1424.983756,401.6704898,2228.324736,-3397.086667,-2993.466667,-3954.466667,-2224.666667,,-2103.666667,-3661.166667,1631,,,-206.6666667,712.3333333,-2519.666667,low,move,3,5,5,6
ghost_trace_low_7266_7266_647,1775674620,2026-04-08,13,57,7266,7266,1,24968.5,24974,13.18799014,791,772.4580489,-178.5,125,-8.5,3,297.136,353.9810715,198.1562374,42.33140337,467.41,623.02,439.48,105,631,19,195.5,55,,,520.5,221,-393,302,28.064,354.3123823,171.523642,-11.26509819,429.08,567.68,105.68,364,,135,520.5,221,,,-3644.5,1631,-31.5,333,-2619.308,-1408.317089,418.3371565,2244.991402,-3380.42,-2976.8,-3937.8,-2208,,-2087,-3644.5,1631,,,-190,729,-2503,low,move,3,4,5,5
ghost_trace_low_7267_7267_648,1775674680,2026-04-08,13,58,7267,7267,1,24960,24965,13.17456227,1000,817.9664391,-142.5,125,-233,54,333.136,384.2387974,223.3438954,62.44899348,503.41,659.02,475.48,141,667,-10,231.5,55,,,556.5,221,-357,302,64.064,390.3123823,207.523642,24.73490181,465.08,603.68,141.68,400,,171,556.5,221,,,-3608.5,1631,4.5,333,-2583.308,-1372.317089,454.3371565,2280.991402,-3344.42,-2940.8,-3901.8,-2172,,-2051,-3608.5,1631,,,-154,765,-2467,low,move,3,3,4,4
ghost_trace_low_7268_7268_649,1775674740,2026-04-08,13,59,7268,7268,1,24948.75,24956,13.46566497,1490,952.3731513,-106.5,125,-197,54,369.136,412.5171118,244.3675172,76.21792267,539.41,695.02,511.48,177,703,26,267.5,55,,,592.5,221,-321,302,100.064,426.3123823,243.523642,60.73490181,501.08,639.68,177.68,436,,207,592.5,221,,,-3572.5,1631,40.5,333,-2547.308,-1336.317089,490.3371565,2316.991402,-3308.42,-2904.8,-3865.8,-2136,,-2015,-3572.5,1631,,,-118,801,-2431,low,move,2,2,3,3
ghost_trace_low_7269_7269_650,1775674800,2026-04-08,14,0,7269,7269,1,24943.75,24950.25,13.71811747,1262,1014.298521,-83.5,125,-174,54,392.136,423.5241654,243.9253238,64.32648223,562.41,718.02,534.48,200,726,49,290.5,55,,,615.5,221,-298,302,123.064,432.5267666,238.3832022,44.2396379,524.08,662.68,200.68,459,,230,615.5,221,,,-3549.5,1631,63.5,333,-2524.308,-1243.79427,570.3566778,2384.507626,-3285.42,-2881.8,-3842.8,-2113,,-1992,-3549.5,1631,,,-95,824,-2408,low,move,1,1,2,2
