event_id,event_timestamp,event_date,event_hour,event_minute,event_index,ghost_index,complete,ghost_price,ghost_hlc3,atr_1m,volume_1m,volume_ema9_1m,tf1_ob_dist_pips,tf1_ob_width_pips,tf1_fvg_dist_pips,tf1_fvg_width_pips,tf1_fib_dist_pips,tf1_vwap_dist_pips,tf1_vwap_band1_dist_pips,tf1_vwap_band2_dist_pips,tf1_vp_poc_dist_pips,tf1_vp_vah_dist_pips,tf1_vp_val_dist_pips,tf1_bos_choch_dist_pips,tf1_eqh_eql_dist_pips,tf1_sweep_grab_run_dist_pips,tf1_supply_demand_dist_pips,tf1_supply_demand_width_pips,tf1_channel_dist_pips,tf1_channel_width_pips,tf10_ob_dist_pips,tf10_ob_width_pips,tf10_fvg_dist_pips,tf10_fvg_width_pips,tf10_fib_dist_pips,tf10_vwap_dist_pips,tf10_vwap_band1_dist_pips,tf10_vwap_band2_dist_pips,tf10_vp_poc_dist_pips,tf10_vp_vah_dist_pips,tf10_vp_val_dist_pips,tf10_bos_choch_dist_pips,tf10_eqh_eql_dist_pips,tf10_sweep_grab_run_dist_pips,tf10_supply_demand_dist_pips,tf10_supply_demand_width_pips,tf10_channel_dist_pips,tf10_channel_width_pips,tf60_ob_dist_pips,tf60_ob_width_pips,tf60_fvg_dist_pips,tf60_fvg_width_pips,tf60_fib_dist_pips,tf60_vwap_dist_pips,tf60_vwap_band1_dist_pips,tf60_vwap_band2_dist_pips,tf60_vp_poc_dist_pips,tf60_vp_vah_dist_pips,tf60_vp_val_dist_pips,tf60_bos_choch_dist_pips,tf60_eqh_eql_dist_pips,tf60_sweep_grab_run_dist_pips,tf60_supply_demand_dist_pips,tf60_supply_demand_width_pips,tf60_channel_dist_pips,tf60_channel_width_pips,sr_4h_dist_pips,sr_d_dist_pips,sr_w_dist_pips,ghost_type,relocation,Y_3m,Y_5m,Y_10m,Y_15m
ghost_trace_high_13_13_9,1775020380,2026-04-01,0,13,13,13,1,24039,24036.16667,6.428571429,117,85.44005911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,1,2,3,5
ghost_trace_high_14_14_10,1775020440,2026-04-01,0,14,14,14,1,24045,24041.58333,6.558673469,172,102.7520473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,0,2,3,4
ghost_trace_high_18_18_11,1775020680,2026-04-01,0,18,18,18,1,24046.25,24044.33333,6.127427972,83,85.38803857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,1,1,3,3
ghost_trace_high_19_19_12,1775020740,2026-04-01,0,19,19,19,1,24046.5,24043.5,6.046897402,38,75.91043086,-16.5,27,,,,,,,,,,6,,,-16.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,0,1,2,2
ghost_trace_high_24_24_13,1775021040,2026-04-01,0,24,24,24,1,24056.25,24050.58333,6.215872994,338,113.68009,-44.83333333,27,,,,,,,,,,-22.33333333,,-22.33333333,-44.83333333,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,1,1,1,1
ghost_trace_high_25_25_14,1775021100,2026-04-01,0,25,25,25,1,24073.75,24063.16667,7.396882066,307,152.344072,-87.66666667,22,,,,,,,,,,-66.66666667,,-72.66666667,-95.16666667,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,0,0,0,0
ghost_trace_high_72_72_15,1775023920,2026-04-01,1,12,72,72,1,24079.25,24073.16667,9.334243377,342,158.749809,-112.6666667,44,-81.16666667,19,-63.63866667,-81.20657661,-53.78934266,-26.37210871,-73.04666667,-50.50666667,-107.3466667,-42.66666667,,-34.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,3,5,7,7
ghost_trace_high_73_73_16,1775023980,2026-04-01,1,13,73,73,1,24080.5,24075.16667,9.381797422,276,182.1998472,-75.16666667,25,-89.16666667,19,-71.63866667,-79.23435069,-42.22408349,-5.21381629,-81.04666667,-58.50666667,-115.3466667,-31.66666667,,-42.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,3,5,6,7
ghost_trace_high_74_74_17,1775024040,2026-04-01,1,14,74,74,1,24081.25,24077.5,9.37238332,145,174.7598777,-84.5,25,-39.5,23,-80.972,-81.42339105,-39.45571584,2.511959377,-90.38,-67.84,-124.68,-41,,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,3,4,5,7
ghost_trace_high_75_75_18,1775024100,2026-04-01,1,15,75,75,1,24095.75,24087.75,10.1314988,413,222.4079022,-125.5,25,-80.5,23,-121.972,-118.7407985,-74.37961562,-30.01843273,-131.38,-108.84,-165.68,-82,,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,3,3,4,7
ghost_trace_high_76_76_19,1775024160,2026-04-01,1,16,76,76,1,24105,24096.83333,10.67567745,505,278.9263217,-161.8333333,25,-116.8333333,23,-158.3053333,-141.5234411,-85.23192388,-28.94040666,-167.7133333,-145.1733333,-202.0133333,-118.3333333,,-92.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,2,3,3,7
ghost_trace_high_77_77_20,1775024220,2026-04-01,1,17,77,77,1,24106,24101.66667,10.60955764,368,296.7410574,-181.1666667,25,-69.66666667,24,-177.6386667,-143.5266731,-73.29139688,-3.056120632,-187.0466667,-164.5066667,-221.3466667,-137.6666667,,-111.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,1,2,2,6
ghost_trace_high_78_78_21,1775024280,2026-04-01,1,18,78,78,1,24108,24095.75,11.17316066,321,301.5928459,-157.5,25,-46,24,-153.972,-108.1018106,-30.13883319,47.82414425,-163.38,-140.84,-197.68,-114,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,1,1,2,6
ghost_trace_high_81_81_22,1775024460,2026-04-01,1,21,81,81,1,24113,24106.58333,11.28760349,317,299.7995371,-200.8333333,25,-89.33333333,24,-197.3053333,-133.7208858,-52.36684564,28.98719449,-206.7133333,-184.1733333,-241.0133333,-157.3333333,,-131.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,0,0,4,7
ghost_trace_high_88_88_23,1775024880,2026-04-01,1,28,88,88,1,24117,24112.91667,10.20366173,223,185.2304207,-226.1666667,25,-114.6666667,24,-222.6386667,-136.0326668,-46.76555208,42.50156262,-232.0466667,-209.5066667,-266.3466667,-182.6666667,,-156.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,3,4,7,8
ghost_trace_high_89_89_24,1775024940,2026-04-01,1,29,89,89,1,24126.75,24120.33333,10.36768589,407,229.5843365,-70.33333333,38,-144.3333333,24,-252.3053333,-161.2211397,-70.14195772,20.93722421,-261.7133333,-239.1733333,-296.0133333,-29.33333333,,-186.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,2,4,6,7
ghost_trace_high_90_90_25,1775025000,2026-04-01,1,30,90,90,1,24131.5,24124.66667,10.96642261,277,239.0674692,-87.66666667,38,-161.6666667,24,-269.6386667,-169.4168872,-73.42245143,22.57198429,-279.0466667,-256.5066667,-313.3466667,-46.66666667,,-203.6666667,,,,,,,-180.6666667,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,2,3,5,7
ghost_trace_high_91_91_26,1775025060,2026-04-01,1,31,91,91,1,24149.5,24140.41667,11.593821,777,346.6539754,-150.6666667,38,-224.6666667,24,-332.6386667,-226.1245195,-126.6302164,-27.13591321,-342.0466667,-319.5066667,-376.3466667,-109.6666667,,-109.6666667,,,,,,,-243.6666667,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,2,3,4,6
ghost_trace_high_93_93_27,1775025180,2026-04-01,1,33,93,93,1,24152,24147.58333,11.32451913,280,336.0985443,-179.3333333,38,-75.83333333,15,-361.3053333,-224.6597666,-104.1597612,16.34024427,-370.7133333,-348.1733333,-405.0133333,-138.3333333,,-138.3333333,,,,,,,-272.3333333,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,2,3,4,6
ghost_trace_high_94_94_28,1775025240,2026-04-01,1,34,94,94,1,24160.75,24154.75,11.37276776,410,350.8788354,-208,38,-104.5,15,-389.972,-246.241769,-121.3265955,3.588577917,-399.38,-376.84,-433.68,-167,,-167,,,,,,,-301,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,1,2,3,5
ghost_trace_high_96_96_29,1775025360,2026-04-01,1,36,96,96,1,24167,24159,11.67855996,353,342.2024547,-225,38,-121.5,15,-406.972,-245.561063,-109.9021529,25.75675719,-416.38,-393.84,-450.68,-184,,-184,,,,,,,-318,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,1,1,3,4
ghost_trace_high_98_98_30,1775025480,2026-04-01,1,38,98,98,1,24167.5,24159.66667,11.46008486,251,302.809571,-227.6666667,38,-12.66666667,14,-409.6386667,-234.3049149,-90.48453983,53.33583524,-419.0466667,-396.5066667,-453.3466667,-186.6666667,,-186.6666667,,,,,,,-320.6666667,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,0,1,3,3
ghost_trace_high_102_102_31,1775025720,2026-04-01,1,42,102,102,1,24168.75,24162.16667,11.62760266,237,256.4228003,-237.6666667,38,-134.1666667,15,-419.6386667,-226.6427086,-76.81510464,73.01249934,-429.0466667,-406.5066667,-463.3466667,-196.6666667,,-196.6666667,,,,,,,-330.6666667,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,1,1,2,2
ghost_trace_high_105_105_32,1775025900,2026-04-01,1,45,105,105,1,24170,24164.16667,11.27882399,253,241.0564737,-245.6666667,38,-142.1666667,15,-427.6386667,-222.2503202,-67.94435793,86.3616043,-437.0466667,-414.5066667,-471.3466667,-204.6666667,,13.33333333,,,,,,,-338.6666667,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,1,1,1,1
ghost_trace_high_108_108_33,1775026080,2026-04-01,1,48,108,108,1,24176.75,24173,11.09760434,310,281.4529146,-82.5,61,-177.5,15,-462.972,-241.9173141,-82.8350304,76.24725329,-472.38,-449.84,-506.68,-22,,-22,-82.5,61,,,,,-374,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,0,0,0,1
ghost_trace_high_121_121_34,1775026860,2026-04-01,2,1,121,121,1,24181.25,24172.08333,9.757708428,427,232.8767045,-78.83333333,61,-173.8333333,15,-100.1033333,-185.7277233,-27.86413135,129.9994606,-53.48333333,18.66666667,-314.3333333,-18.33333333,,8.666666667,-78.83333333,61,,,,,-145.3333333,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,move,0,0,0,0
ghost_trace_low_171_171_35,1775029860,2026-04-01,2,51,171,171,1,24089.75,24100.25,12.92356512,621,336.7335219,10,38,-64,24,168.548,197.7434399,135.6858004,73.62816102,233.01,250.38,150.02,51,,51,294.5,59,,,,,-83,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,appearance,2,2,5,7
ghost_trace_low_172_172_36,1775029920,2026-04-01,2,52,172,172,1,24088.25,24094,13.05402476,332,335.7868175,-150.5,25,-39,24,193.548,201.398285,116.541394,31.68450296,258.01,275.38,175.02,76,,76,319.5,59,,,,,-58,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,move,1,1,5,6
ghost_trace_low_173_173_37,1775029980,2026-04-01,2,53,173,173,1,24082,24091.08333,13.13945156,544,377.429454,-138.8333333,25,-27.33333333,24,205.2146667,202.0765818,107.7361666,13.39575147,269.6766667,287.0466667,186.6866667,87.66666667,,-69.33333333,331.1666667,59,,,,,-46.33333333,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,move,0,0,4,5
ghost_trace_low_179_179_38,1775030340,2026-04-01,2,59,179,179,1,24072.25,24080.75,13.34892054,457,334.9032988,-97.5,25,14,24,246.548,197.6521594,81.0981205,-35.45591837,311.01,328.38,228.02,-54,,21,372.5,59,,,,,-5,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,move,3,3,5,7
ghost_trace_low_180_180_39,1775030400,2026-04-01,3,0,180,180,1,24071.75,24082.66667,13.71685479,409,349.722639,66.33333333,40,-60.16666667,23,238.8813333,179.2705417,57.40415184,-64.46223803,303.3433333,320.7133333,220.3533333,-2.666666667,,13.33333333,66.33333333,40,,,,,-12.66666667,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,move,2,2,5,6
ghost_trace_low_181_181_40,1775030460,2026-04-01,3,1,181,181,1,24066.5,24073.41667,14.12993659,388,357.3781112,-68.16666667,25,-23.16666667,23,275.8813333,207.9752989,83.14545136,-41.68439614,340.3433333,357.7133333,257.3533333,-24.66666667,,1.333333333,103.3333333,40,,,,,24.33333333,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,move,1,2,5,5
ghost_trace_low_182_182_41,1775030520,2026-04-01,3,2,182,182,1,24059.75,24068.08333,14.35279826,429,371.702489,-46.83333333,25,-1.833333333,23,297.2146667,220.5631661,91.45237259,-37.6584209,361.6766667,379.0466667,278.6866667,-3.333333333,,-3.333333333,124.6666667,40,,,,,45.66666667,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,move,0,1,4,4
ghost_trace_low_186_186_42,1775030760,2026-04-01,3,6,186,186,1,24055.5,24065.25,15.54643303,249,307.6877395,-35.5,25,-49.5,19,308.548,209.4872651,73.67232934,-62.14260642,373.01,390.38,290.02,8,,-3,136,40,,,,,57,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,move,1,3,3,3
ghost_trace_low_189_189_43,1775030940,2026-04-01,3,9,189,189,1,24051,24056.08333,14.4285763,253,262.7921226,1.166666667,25,-12.83333333,19,345.2146667,233.8930415,92.6296219,-48.63379775,409.6766667,427.0466667,326.6866667,14.66666667,,14.66666667,172.6666667,40,,,,,93.66666667,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,move,2,2,2,2
ghost_trace_low_190_190_44,1775031000,2026-04-01,3,10,190,190,1,24048.5,24051.75,13.89796371,223,254.8336981,-27,44,4.5,19,362.548,246.0159373,102.132844,-41.75024939,427.01,444.38,344.02,-12,,6,190,40,,,,,231,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,move,1,1,1,1
ghost_trace_low_191_191_45,1775031060,2026-04-01,3,11,191,191,1,24033.5,24043,14.26239487,363,276.4669585,-7.5,25,103,30,397.548,276.2783247,129.8312158,-16.61589302,462.01,479.38,379.02,8,,8,225,40,,,,,266,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,move,0,0,0,0
ghost_trace_low_234_234_46,1775033640,2026-04-01,3,54,234,234,1,24026.75,24066.08333,14.99892311,1949,500.8571325,-92.33333333,76,-10.83333333,1,7.254666667,98.36930195,-21.86381137,-142.0969247,108.6966667,184.4866667,-72.03333333,4.666666667,,4.666666667,-92.33333333,76,,,,,173.6666667,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,move,0,0,0,0
ghost_trace_low_258_258_47,1775035080,2026-04-01,4,18,258,258,1,24023.75,24027.5,12.16304078,219,153.7213578,175.5,105,91,2,68.508,136.2992135,77.63812823,18.97704301,242.43,281.82,81.84,70,,13,175.5,105,,,,,328,124,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,-80,,,low,move,3,5,5,5
ghost_trace_low_259_259_48,1775035140,2026-04-01,4,19,259,259,1,24021.5,24025.91667,11.84782358,193,161.5770863,51.33333333,52,97.33333333,2,74.84133333,137.9421747,75.1727528,12.40333086,248.7633333,288.1533333,88.17333333,3.333333333,,19.33333333,146.3333333,286,,,,,334.3333333,124,,,,,,,,,,30.33333333,,,,,,,,,,,,,,,,,,,,,,,-73.66666667,,,low,move,3,4,4,4
ghost_trace_low_260_260_49,1775035200,2026-04-01,4,20,260,260,1,24012,24018.41667,12.3051219,286,186.461669,81.33333333,52,127.3333333,2,104.8413333,163.8819582,97.79399157,31.70602492,278.7633333,318.1533333,118.1733333,33.33333333,,33.33333333,176.3333333,286,,,274.3333333,156,364.3333333,124,,,,,,,,60.33333333,,60.33333333,,,,,,,,,,,,,,,,,,,,,,,-43.66666667,,,low,move,3,3,3,3
ghost_trace_low_261_261_50,1775035260,2026-04-01,4,21,261,261,1,24007,24011.5,12.39047033,158,180.7693352,109,52,155,2,132.508,184.6992547,112.1689091,39.63856353,306.43,345.82,145.84,61,,61,204,286,,,302,156,392,124,,,,,,,,88,,88,,,,,,,,,,,,,,,,,,,,,,,-16,,,low,move,2,2,2,2
ghost_trace_low_262_262_51,1775035320,2026-04-01,4,22,262,262,1,24006,24010.25,12.00543674,225,189.6154682,114,52,43,4,137.508,185.5309242,108.7556668,31.98040935,311.43,350.82,150.84,66,,66,209,286,,,307,156,397,124,,,,,,,,93,,93,,,,,,,,,,,,,,,,,,,,,,,-11,,,low,move,1,1,1,1
ghost_trace_low_263_263_52,1775035380,2026-04-01,4,23,263,263,1,24003.5,24011.16667,12.02290554,192,190.0923745,110.3333333,52,39.33333333,4,133.8413333,176.0872774,93.93293107,11.77858472,307.7633333,347.1533333,147.1733333,62.33333333,,62.33333333,205.3333333,286,,,303.3333333,156,393.3333333,124,,,,,,,,89.33333333,,89.33333333,,,,,,,,,,,,,,,,,,,,,,,-14.66666667,,,low,move,0,0,0,0
ghost_trace_high_313_297_53,1775038380,2026-04-01,5,13,313,297,1,24090.75,24079.91667,11.50642533,87,113.3030813,58.83333333,63,-24.16666667,11,-31.35266667,-91.00185063,-14.38494106,62.2319685,-127.6766667,1.453333333,-180.0266667,8.333333333,,8.333333333,-62.66666667,66,,,28.33333333,156,118.3333333,124,,,,,,,,-185.6666667,,-185.6666667,,,,,,,,,,,,,,,,,,,,,,,-289.6666667,,,high,appearance,0,0,0,0
ghost_trace_high_341_341_54,1775040060,2026-04-01,5,41,341,341,1,24093.25,24089.83333,9.498373173,110,123.8214579,19.16666667,63,116.1666667,49,-37.22733333,-67.23688039,-42.74926151,-18.26164263,-63.36333333,-25.85333333,-100.8733333,16.66666667,,-9.333333333,-109.3333333,286,,,-11.33333333,156,78.66666667,124,,,,,,,,-225.3333333,,-225.3333333,,,,,,,,,,,,,,,,,,,,,,,-329.3333333,,,high,move,1,3,8,8
ghost_trace_high_342_342_55,1775040120,2026-04-01,5,42,342,342,1,24094.5,24089.83333,9.319917946,147,128.4571663,19.16666667,63,116.1666667,49,-37.22733333,-64.84255962,-37.75854405,-10.67452848,-63.36333333,-25.85333333,-100.8733333,-11.33333333,,-9.333333333,-103.3333333,58,,,-11.33333333,156,78.66666667,124,,,,,,,,-225.3333333,,-225.3333333,,,,,,,,,,,,,,,,,,,,,,,-329.3333333,,,high,move,1,3,7,7
ghost_trace_high_345_345_56,1775040300,2026-04-01,5,45,345,345,1,24105.25,24099.33333,9.554795819,255,150.1140692,-18.83333333,63,78.16666667,49,-75.22733333,-96.30750699,-64.40548166,-32.50345634,-101.3633333,-63.85333333,-138.8733333,-21.33333333,,-4.333333333,-141.3333333,58,,,-49.33333333,156,40.66666667,124,,,,,,,,-263.3333333,,-263.3333333,,,,,,,,,,,,,,,,,,,,,,,327.6666667,,,high,move,3,5,6,6
ghost_trace_high_346_346_57,1775040360,2026-04-01,5,46,346,346,1,24122.5,24115.41667,10.22945326,426,205.2912553,-195.1666667,33,13.83333333,49,-139.5606667,-154.0284509,-114.7733724,-75.51829388,-165.6966667,-128.1866667,-203.2066667,-9.666666667,,-9.666666667,-205.6666667,58,,,-113.6666667,156,-23.66666667,124,,,,,,,,-327.6666667,,-327.6666667,,,,,,,,,,,,,,,,,,,,,,,263.3333333,,,high,move,3,5,5,5
ghost_trace_high_347_347_58,1775040420,2026-04-01,5,47,347,347,1,24124,24119.33333,10.1952066,246,213.4330043,180.1666667,37,-1.833333333,49,-155.2273333,-153.8458132,-94.07590541,-34.30599762,-181.3633333,-143.8533333,-218.8733333,-25.33333333,,-25.33333333,218.1666667,59,,,-129.3333333,156,-39.33333333,124,,,,,,,,-343.3333333,,-343.3333333,,,,,,,,,,,,,,,,,,,,,,,247.6666667,,,high,move,3,4,4,5
ghost_trace_high_348_348_59,1775040480,2026-04-01,5,48,348,348,1,24128.25,24122.08333,10.16340613,232,217.1464034,169.1666667,37,-12.83333333,49,-166.2273333,-156.2169783,-88.20870151,-20.20042475,-192.3633333,-154.8533333,-229.8733333,35.66666667,,35.66666667,207.1666667,59,,,-140.3333333,156,-50.33333333,124,,,,,,,,-354.3333333,,-354.3333333,,,,,,,,,,,,,,,,,,,,,,,236.6666667,,,high,move,3,3,3,5
ghost_trace_high_349_349_60,1775040540,2026-04-01,5,49,349,349,1,24131.5,24126.91667,10.4195914,230,219.7171227,149.8333333,37,40.83333333,59,-185.5606667,-167.7022521,-93.15578436,-18.60931666,-211.6966667,-174.1866667,-249.2066667,16.33333333,,16.33333333,187.8333333,59,,,-159.6666667,156,34.83333333,47,,,,,,,,-373.6666667,,-373.6666667,,,,,,,,,,,,,,,,,,,,,,,217.3333333,,,high,move,2,2,2,5
ghost_trace_high_350_350_61,1775040600,2026-04-01,5,50,350,350,1,24138.25,24133.58333,10.38962059,369,249.5736982,123.1666667,37,14.16666667,59,-212.2273333,-186.4127475,-105.3911569,-24.36956636,-238.3633333,-200.8533333,-275.8733333,-10.33333333,,-10.33333333,161.1666667,59,,,-270.3333333,122,8.166666667,47,,,,,,,,-171.3333333,,-400.3333333,,,,,,,,,,,,,,,,,,,,,,,190.6666667,,,high,move,1,1,1,5
ghost_trace_high_351_351_62,1775040660,2026-04-01,5,51,351,351,1,24140,24135.16667,10.36179055,179,235.4589585,116.8333333,37,7.833333333,59,-218.5606667,-179.5610504,-87.99576273,3.56952495,-244.6966667,-207.1866667,-282.2066667,-16.66666667,,-16.66666667,154.8333333,59,,,-276.6666667,122,1.833333333,47,,,,,,,,-177.6666667,,-406.6666667,,,,,,,,,,,,,,,,,,,,,,,184.3333333,,,high,move,0,0,0,4
ghost_trace_high_362_362_63,1775041320,2026-04-01,6,2,362,362,1,24140.25,24135.08333,10.45015176,122,160.7036259,117.1666667,37,8.166666667,59,-51.59533333,-126.5575984,-25.68024442,75.19710959,-263.3833333,-73.57333333,-313.3333333,-16.33333333,,-16.33333333,155.1666667,59,,,-276.3333333,122,2.166666667,47,,,,,,,,-177.3333333,,-406.3333333,,,,,,,,,,,,,,,,,,,,,,,184.6666667,,,high,move,3,3,5,7
ghost_trace_high_363_363_64,1775041380,2026-04-01,6,3,363,363,1,24147,24141.16667,10.61442664,268,182.1629007,92.83333333,37,-16.16666667,59,-75.92866667,-148.4276218,-47.01828562,54.39105054,-287.7166667,-97.90666667,-337.6666667,0.3333333333,,0.3333333333,130.8333333,59,,,-300.6666667,122,-22.16666667,47,,,,,,,,-201.6666667,,-430.6666667,,,,,,,,,,,,,,,,,,,,,,,160.3333333,,,high,move,2,3,4,6
ghost_trace_high_364_364_65,1775041440,2026-04-01,6,4,364,364,1,24148.5,24144,10.60625331,399,225.5303206,81.5,37,37,54,-87.262,-153.6748776,-50.09650452,53.48186856,-299.05,-109.24,-349,-11,,-10,-112,42,,,-312,122,-33.5,47,,,,,,,,-213,,-442,,,,,,,,,,,,,,,,,,,,,,,149,,,high,move,1,2,4,5
ghost_trace_high_365_365_66,1775041500,2026-04-01,6,5,365,365,1,24149,24146.08333,10.24152093,111,202.6242565,73.16666667,37,28.66666667,54,-95.59533333,-153.1666426,-46.43437015,60.29790234,-307.3833333,-117.5733333,-357.3333333,3.666666667,,3.666666667,111.1666667,59,,,-320.3333333,122,-41.83333333,47,,,,,,,,-221.3333333,,-450.3333333,,,,,,,,,,,,,,,,,,,,,,,140.6666667,,,high,move,1,1,4,4
ghost_trace_high_368_368_67,1775041680,2026-04-01,6,8,368,368,1,24150.5,24146.66667,9.773550101,125,172.2956193,70.83333333,37,26.33333333,54,-97.92866667,-147.278693,-38.18665292,70.90538715,-309.7166667,-119.9066667,-359.6666667,1.333333333,,1.333333333,108.8333333,59,,,-322.6666667,122,-44.16666667,47,,,,,,,,-223.6666667,,-452.6666667,,,,,,,,,,,,,,,,,,,,,,,138.3333333,,,high,move,0,1,3,3
ghost_trace_high_372_372_68,1775041920,2026-04-01,6,12,372,372,1,24153,24149.83333,9.327268962,196,161.7722857,58.16666667,37,13.66666667,54,-110.5953333,-150.5926539,-39.35081577,71.89102233,-322.3833333,-132.5733333,-372.3333333,-4.333333333,,-4.333333333,96.16666667,59,,,-335.3333333,122,-205.3333333,98,-26.48733333,-236.8460742,-81.12583459,74.59440501,-279.6033333,-59.19333333,-514.2333333,-236.3333333,,-236.3333333,,,,,,,,,,,,,,,,,,,,,,,125.6666667,,,high,move,2,2,2,4
ghost_trace_high_374_374_69,1775042040,2026-04-01,6,14,374,374,1,24158.5,24154.66667,9.002849258,184,152.8142628,-38.66666667,40,-5.666666667,54,-129.9286667,-164.8493381,-52.1681121,60.51311388,-341.7166667,-151.9066667,-391.6666667,-2.666666667,,-2.666666667,76.83333333,59,,,-354.6666667,122,-224.6666667,98,-45.82066667,-256.1794075,-100.4591679,55.26107168,-298.9366667,-78.52666667,-533.5666667,-255.6666667,,-255.6666667,,,,,,,,,,,,,,,,,,,,,,,106.3333333,,,high,move,1,1,1,3
ghost_trace_high_375_375_70,1775042100,2026-04-01,6,15,375,375,1,24162.25,24156.58333,8.984788596,299,182.0514103,31.16666667,37,-13.33333333,54,-137.5953333,-168.8689832,-54.83361424,59.20175473,-349.3833333,-159.5733333,-399.3333333,-10.33333333,,-10.33333333,69.16666667,59,,,-362.3333333,122,-232.3333333,98,-53.48733333,-263.8460742,-108.1258346,47.59440501,-306.6033333,-86.19333333,-541.2333333,-263.3333333,,-263.3333333,,,,,,,,,,,,,,,,,,,,,,,98.66666667,,,high,move,0,0,1,2
ghost_trace_high_385_385_71,1775042700,2026-04-01,6,25,385,385,1,24163.25,24158.41667,9.357616131,170,163.8683859,23.83333333,37,-194.6666667,36,-144.9286667,-148.9586322,-30.75678125,87.44506971,-356.7166667,-166.9066667,-406.6666667,-17.66666667,,-17.66666667,61.83333333,59,,,-369.6666667,122,-239.6666667,98,-60.82066667,-261.7947574,-101.8523678,58.09002166,-313.9366667,-93.52666667,-548.5666667,-270.6666667,,-270.6666667,,,,,,,,,,,,,,,,,,,,,,,91.33333333,,,high,move,1,1,2,5
ghost_trace_high_386_386_72,1775042760,2026-04-01,6,26,386,386,1,24166,24161.5,9.421357836,269,184.8947087,11.5,37,-207,36,-157.262,-158.8445926,-40.09825699,78.64807865,-369.05,-179.24,-419,-10,,14,49.5,59,,,-382,122,-252,98,-73.154,-274.1280907,-114.1857012,45.75668833,-326.27,-105.86,-560.9,-283,,-283,,,,,,,,,,,,,,,,,,,,,,,79,,,high,move,0,0,2,5
