datetime,epoch,ghost_index,ghost_type,dist_ghost_pips,atr,body_atr,upper_wick_atr,lower_wick_atr,rsi,close_ret1_atr,close_ret5_atr,close_ret15_atr,vol,vol_ema9,vol_ratio,dist_sh5_above,dist_sl5_below,n_sh5_near,n_sl5_near,dist_sh10_above,dist_sl10_below,dist_bsl_above,dist_ssl_below,dist_bos_above,dist_bos_below,dist_fvg_above,dist_fvg_below,dist_ob_above,dist_ob_below,dist_fib_pips,zz_high_dist_pips,zz_low_dist_pips,traces_3m,traces_5m,traces_10m,traces_15m
2026-07-02T15:55:00-05:00,1783025700,2285,0.0000,164.0000,6.5640,0.3047,0.0762,0.4190,55.01,-0.2285,-0.3047,0.2285,92.00,94.59,0.9727,4,3,10.00,64.00,27.00,69.00,10.00,8.00,10.00,108.00,131.00,2.00,375.50,46.00,29,3060,906,0,0,0,0
2026-07-02T17:51:00-05:00,1783032660,2363,1.0000,60.0000,6.1001,0.1229,0.2459,0.1229,59.00,-0.0820,-0.3688,1.2295,11.00,31.66,0.3475,4,0,34.00,152.00,34.00,180.00,28.00,9.00,219.00,9.00,27.50,101.00,143.50,72.00,202,2828,1138,3,5,10,15
2026-07-02T22:03:00-05:00,1783047780,2609,1.0000,77.0000,7.7072,0.3568,0.1297,0.1297,62.64,0.4866,-0.0973,2.2057,70.00,72.60,0.9642,3,0,18.00,180.00,18.00,180.00,12.00,11.00,456.00,12.00,7.00,29.50,219.50,211.50,175,2275,1691,3,5,10,15
2026-07-02T22:33:00-05:00,1783049580,2638,1.0000,18.0000,6.9956,0.4646,0.1429,0.2502,57.56,-0.6075,0.7147,1.2865,41.00,65.55,0.6255,4,2,60.00,73.00,60.00,73.00,71.00,9.00,420.00,9.00,42.00,29.00,183.50,59.00,211,2239,1727,2,2,2,2
2026-07-03T00:23:00-05:00,1783056180,2763,1.0000,-119.0000,9.3978,0.0000,0.6384,0.6118,37.34,-0.0798,-2.2878,-1.6759,158.00,88.07,1.7940,5,4,28.00,35.00,136.00,35.00,28.00,35.00,28.00,100.00,13.00,50.00,23.50,40.50,96,2079,1887,0,0,2,5
2026-07-03T00:57:00-05:00,1783058220,2783,0.0000,110.0000,7.7331,0.0323,0.3233,0.2910,54.69,-0.0647,1.0345,-0.7112,75.00,64.19,1.1684,3,4,48.00,42.00,49.00,58.00,7.00,4.00,48.00,8.00,25.00,44.00,14.00,49.50,9,1992,1974,0,0,0,0
2026-07-03T03:26:00-05:00,1783067160,2943,0.0000,59.0000,6.7728,0.1107,0.7382,0.0000,52.80,0.1107,-0.0738,1.0335,88.00,48.31,1.8216,6,4,27.00,14.00,27.00,17.00,5.00,14.00,15.00,14.00,6.50,1.50,10.50,44.50,93,1890,2076,0,0,0,0
2026-07-03T05:45:00-05:00,1783075500,3073,1.0000,34.0000,6.3055,0.2379,0.1982,0.1189,65.69,-0.1189,3.3304,2.4185,35.00,102.55,0.3413,3,3,34.00,91.00,22.00,87.00,5.00,15.00,13.00,31.00,9.00,50.50,9.00,87.50,197,1713,2253,3,5,10,14
2026-07-03T06:34:00-05:00,1783078440,3119,0.0000,77.0000,5.6083,0.1337,0.3566,0.3120,59.32,-0.0446,2.4963,1.2927,40.00,51.44,0.7777,4,4,8.00,31.00,8.00,69.00,3.00,9.00,8.00,13.00,27.00,32.50,27.00,20.00,215,1731,2235,0,0,0,0
2026-07-03T08:34:00-05:00,1783085640,3240,1.0000,46.0000,11.3988,1.8862,0.0877,0.3290,58.46,-1.7984,0.8773,2.3467,574.00,391.27,1.4670,5,4,101.00,159.00,101.00,173.00,3.00,12.00,54.00,12.00,9.00,1.00,40.50,2.00,44,1560,2406,3,4,9,14
2026-07-03T09:21:00-05:00,1783088460,3278,0.0000,-32.0000,10.5413,0.6166,0.2609,0.6641,36.33,-0.5455,-1.8024,-2.6562,343.00,208.64,1.6440,3,3,115.00,1.00,92.00,35.00,2.00,1.00,32.00,2.00,11.50,6.00,23.50,5.00,182,1698,2268,1,1,2,3
2026-07-03T10:37:00-05:00,1783093020,3362,0.0000,-8.0000,6.6116,0.1891,0.5294,0.0756,44.24,-0.0756,0.6428,-2.0419,85.00,92.06,0.9233,3,5,100.00,1.00,74.00,46.00,1.00,1.00,14.00,20.00,12.00,6.50,5.50,23.00,164,1680,2286,3,5,10,10
2026-07-05T21:15:00-05:00,1783304100,3700,1.0000,-326.0000,16.9054,0.7394,0.1035,0.1183,43.71,0.8429,-0.3845,-1.8633,130.00,145.97,0.8906,3,4,180.00,95.00,180.00,95.00,6.00,0.00,6.00,63.00,42.00,3.50,65.50,11.00,93,950,1781,0,0,0,0
2026-07-06T07:22:00-05:00,1783340520,4314,1.0000,-21.0000,11.7752,0.1062,0.1274,0.2972,47.40,-0.0849,-1.1465,-0.8705,109.00,157.06,0.6940,5,3,21.00,155.00,105.00,155.00,4.00,7.00,13.00,9.00,5.00,11.00,0.50,10.00,95,406,907,0,0,0,1
